estabelecimento,estabelecimento_id,estabelecimento_tipo,usuario,data_avaliacao,data_estadia,nota,titulo,conteudo,tipo_viagem,origem,latitude,longitude
"Port Jardín Milenio",1159393,hotel-review,paya642015,2019-09-01,2019-09-01,5.0,"Fin de semana en familia","Hemos pasado un estupendo fin de semana en familia. El hotel es muy tranquilo y nos han atendido muy bien tanto en la recepción cómo en el restaurante. Las habitaciones son muy amplias y con todas las comodidades os lo recomiendo",Viajó con familia,"Onil, España",38.2590446472168,-0.6925650238990784
"Port Jardín Milenio",1159393,hotel-review,E9719WGjuans,2019-08-01,2019-08-01,4.0,"Para descansar","Hotel acogedor y muy agradable, ideal para descansar en sus jardines, tranquilo y limpio. Personal atento y amable. Instalaciones bien mantenidas. Piscina gimnasio y sauna. Habitacion amplia, rustica, caja fuerte, mini bar, algo alejado del centro. Muy recomendable para desconectar despues de un intenso dia.",Viajó en pareja,"Castellón de la Plana, España",38.2590446472168,-0.6925650238990784
"Port Jardín Milenio",1159393,hotel-review,Socotrooper,2019-08-01,2019-05-01,4.0,"Estancia agradable","Diversas estancias por motivos de trabajo. Hotel aconsejable, tranquilo y a 10 minutos del centro. Bufete mas que aceptable. El hotel cuenta con una gran piscina y una terraza para descansar y tomar algo al aire libre.",Viajó por negocios,"Madrid, España",38.2590446472168,-0.6925650238990784
"Port Jardín Milenio",1159393,hotel-review,iriskeky,2019-08-01,2019-08-01,4.0,"En general muy bien","El hotel en si es fantástico, la habitación grande y cómoda y las instalaciones comunes, muy buenas. La piscina es genial y el personal muy amable.
No le pongo un 5 por dos cosas:
En primer lugar, el personal de recepción, aunque amable, parece confuso y da informaciones erráticas, por ejemplo, al hacer el checkin, informe de que tenía dos reservas diferentes porque primero reserve solo una noche y posteriormente añadí otra, les comenté que tomaran nota para que no me cambiaran de habitación, pues el primer día, se ve que entraron a limpiar y encontraron mis cosas y me llamaron para preguntarme cuando pensaba dejar la habitación, les aclaré lo de la doble reserva pero no habían anotado nada en el turno anterior.
Con las toallas de piscina sucedió igual, indiqué que deseaba toallas y me informaron de que tendría que hacer un depósito de 10€ por toalla.
Cuando baje a recogerlas, detecté que a personas que las pedían delante de mi no les solicitaban nada, al llegar mi turno solo me pidieron el número de habitación.
Sin embargo, al día siguiente volvieron a comentarme lo del depósito. Les dije ayer no me habían pedido nada y me dijeron ah vale pues no hay problema....
Son detalles que generan confusión, por lo demás todo perfecto.",indef,"Valencia, España",38.2590446472168,-0.6925650238990784
"Port Jardín Milenio",1159393,hotel-review,I7393PBricardoa,2019-08-01,2019-07-01,4.0,"Tranquilidad, buen gusto y céntrico.","Hotel urbano muy tranquilo. Al estar en el Palmeral no tienes sensación de estar en una ciudad. Es muy tranquilo. La piscina muy agradable. Restaurante con ambiente muy relajado, bien ubicado y pocas mesas que lo hacen íntimo. La habitación genial, sin excesos pero con todo y limpieza. Recepción buena atención. A cinco minutos andando del centro de Elche.",indef,indef,38.2590446472168,-0.6925650238990784
"Port Jardín Milenio",1159393,hotel-review,merchee2019,2019-08-01,2019-06-01,3.0,"visita normal","Estuve una noche,la ubicación me gustó mucho,zona muy tranquila,la habitación estaba muy bien,lo único que no me gustó fue que se oye mucho las tuberias sobre todo,incluso cuando tiran de la cadena en las habitaciones de al lado.El mini bar de 2 habitaciones que teníamos estaba lleno de agua y lo tuvieron que cambiar.Y como curiosidad había una habitación con huespedes que tenían siempre la puerta abierta,desconozco el motivo pero me resultó chocante.",indef,indef,38.2590446472168,-0.6925650238990784
"Port Jardín Milenio",1159393,hotel-review,PilarManuel1976,2019-07-01,2019-07-01,5.0,"Hotel muy recomendable","Hotel muy recomendable. Es la segunda vez que nos alojamos en él y sin duda repetiremos.
Todo muy limpio. Cabe destacar la amabilidad de todo el personal.
Instalaciones cuidadas.
Comida bien elaborada.
Excelente relación calidad-precio.",Viajó con familia,indef,38.2590446472168,-0.6925650238990784
"Port Jardín Milenio",1159393,hotel-review,marcosprn1985,2019-07-01,2019-07-01,4.0,"Hotel muy bonito y tranquilo","Hemos estado solo una noche del vuelta a casa para no hacer todo el viaje de golpe desde Almería a Tarragona, hemos estado muy bien aunque no es un hotel para familias... Por la noche que calentar un biberón y tuve que ir al edificio de al lado que tienen el restaurante a qué lo calentarán, eso no es lo preocupante, lo malo es que si vas fuera del horario y esta el restaurante cerrado no tienen nada para poder calentarlo. Un simple microondas en recepción evitaría muchos problemas a papis y niños! El buffet también estaba bien. Y la piscina también. La verdad es que nos ha gustado mucho.",Viajó con familia,"Valls, España",38.2590446472168,-0.6925650238990784
"Port Jardín Milenio",1159393,hotel-review,soledad1800,2018-12-01,2018-12-01,5.0,"Agradable estancia","Muy completo el hotel..estancia muy agradable, hemos descansado, entorno muy bonito, habitaciones amplias , el baño también, buen desayuno, todo muy limpio y agradable olor. El personal amable y respondía a las dudas.",indef,indef,38.2590446472168,-0.6925650238990784
"Port Jardín Milenio",1159393,hotel-review,SeilaG7,2018-11-01,2018-10-01,4.0,"Buena opción.","Fuimos por trabajo, y quedamos gratamente sorprendidos.

Las habitaciones y los baños son muy amplios y limpios. Descansamos muy bien, que lo necesitábamos en esos días. Las instalaciones son muy bonitas y está muy bien situado. El buffet desayuno no tiene mucha variedad, pero sale del paso. Los empleados son amables y atentos. Repetiría si se diera la ocasión.",indef,"Madrid, España",38.2590446472168,-0.6925650238990784
"Port Jardín Milenio",1159393,hotel-review,Jet820350,2018-11-01,2018-11-01,5.0,"Precioso entorno y cerca del centro.","Habitación acogedora y baño amplio.
El personal muy atento y amable.
Ofrece parking (6 euros).
Rodeado de un jardín muy cuidado y bonito.
Existe la posibilidad de masaje terapéutico.
El lugar inspira calma y relajación.
Restaurante con una buena carta, en la línea del hotel.
Hotel recomendable 100%",Viajó solo,indef,38.2590446472168,-0.6925650238990784
"Port Jardín Milenio",1159393,hotel-review,zeusz_z,2018-10-01,2018-10-01,3.0,"De Aniversario de boda","Tenía curiosidad por conocer este establecimiento. ¿Las instalaciones?
No están mal, ¿Las habitaciones?
Todas iguales, correctas. ¿El personal?
Quiero pensar que estuve en el fin de
semana del personal en prácticas,
porque si no es así, los propietarios
deberían plantearse dar algún tipo de
formación.
Llegue lo antes posible a hacer el
check-in para poder disponer de una habitación con cama de matrimonio, cosa que indiqué a la persona que me atendía, este me preguntó sí lo había imdicado en la reserva, cosa que me sorprendió, ya que imaginaba que tendrían la reserva. Le indiqué que sí y me ofrecí a mostrar la reserva y el
mail en el que me indicaban este
particular.
Inmediatamente esta persona descolgó el teléfono y preguntó si
la habitación número X estaba lista,
le contestaron que no, y yo le dije que
no se preocupara que nos íbamos a
a dar una vuelta y regresaríamos en
una hora.
Al regresar, yo entraba andando y a
la par entraba un coche, bajaron del
mismo conforme yo pasaba a su lado,
me llamó la atención que no era el
hoyel que esperaban.
Entré y finalicé el check-in mientras los
antes mencionados intentaban que les
encontraran una habitación en el hotel
Huerto del Cura.
Subí a mi habitación y ¡sorpresa!! dos
camas, y claro mi mujer con un enfado
superlativo. Bajo a recepción a pedir
explicaciones y la persona que me
había atendido, no sabía de lo que la
edtaba hablando, se acerca otra persona de recepción y me increpa,
tenía que haberlo indicado usted en
la reserva, digo que me increpo por
el tono y la forma de dirigirse a mi, la
invito a que vea el mail que me envió
el hotel, y me dice que no es necesario
que lo sienten pero que no hay.
Por otro lado hay seguían mirando si
podían conseguir habitación en el
Huerto del Cura para las personas que
no querían quedarse en este hotel.
Me subo, le digo a mi mujer que no
hay cama de matrimonio su respuesta
Nos vamos ahora mismo.
Mientras mi mujer se deshacía en
piropos hacia el hotel, sonó el teléfono
llamaban de recepción, unos clientes
se habían ido al Huerto del Cura y su
habitación con cama de matrimonio
había quedado libre, sin comentarios.
Voy a Elche muy a menudo, tenía
curiosidad por conocer este Hotel y
elegí un mal momento.
¿Recomendarlo? Francamente, hasta
que mo vuelva y compruebe que ha
cambiado, no lo recomiendo.",Viajó en pareja,"Madrid, España",38.2590446472168,-0.6925650238990784
"Port Jardín Milenio",1159393,hotel-review,celiamh1997,2018-08-01,2018-07-01,5.0,"Muy buena estancia","Estuve alojada una semana en julio con una amiga y la verdad es que estuvimos genial.
El personal de todo el hotel muy amable, simpático y atento con nosotras.
Teníamos pensión completa y la verdad es que fue un acierto. Los desayunos con buffet bastante completo y las comidas y las cenas con una extensa carta con distintos platos a elegir. Cantidad de comida sin perder la elegancia de los platos. Todo muy bueno.
La habitación siempre limpia.
Y la piscina igual
Sin duda repetiremos.",indef,"Comunidad Valenciana, España",38.2590446472168,-0.6925650238990784
"Port Jardín Milenio",1159393,hotel-review,danielrU6316QJ,2018-08-01,2018-07-01,2.0,"Totalmente desencantado","Pese a pertenecer al grupo huerto del cura, su parecido con su hermano mayor, el Hotel Huerto del Cura, es abismal. Más bien parece que todo lo que se queda obsoleto o viejo del Hotel Huerto del Cura, lo colocan en el Milenio.

Por error en el Hotel Huerto del Cura, me desviaron al Hotel Milenio alegando trabajos de mantenimiento en los sistemas de aire acondicionado (espero que ellos se creyeran esa excusa, porque yo no). Mi estancia en el Hotel Huerto del Cura iba a ser de 3 semanas (cuestiones de trabajo). Después del cambio a este hotel, decidí irme al día siguiente a otro hotel de Elche, ya que me sentí no sólo estafado, sino que he perdido las ganas de volver a alojarme en cualquiera de los hoteles del grupo (y eso que paso muchas y largas estancias en Elche).

Por lo demás, correcto, pero no es por lo que pagué.
Lamento que una falta de comunicación de parte del hotel con sus clientes y un salir del paso dando la primera excusa que se les ocurre, ante una falta de previsión de reserva de habitaciones, hayan hecho que pierdan un cliente.",indef,indef,38.2590446472168,-0.6925650238990784
"Port Jardín Milenio",1159393,hotel-review,JuanmiO_13,2018-08-01,2018-08-01,5.0,"Tranquilidad y todo perfecto","La relación calidad-precio es excepcional. La limpieza impoluta en todas las instalaciones y la comida es excelente, poca variedad pero muy rico todo. Entorno idílico entre palmeras y tranquilidad absoluto. Muy buena experiencia",Viajó con amigos,"Fortaleny, Comunidad Valenciana, Spain",38.2590446472168,-0.6925650238990784
"Port Jardín Milenio",1159393,hotel-review,imesh78,2018-08-01,2018-08-01,4.0,"De esto que piensas tú que no y al final sí","Hotel bastante tranquilo a pesar de cogerlo en pleno agosto. El precio de la habitación fue más que razonable para ser una habitación triple (espaciosa, limpia y camas cómodas).

La ubicación del hotel está muy bien. Te plantas en el centro en menos de 10 minutos andando y sin correr.

En cuanto a lo que he leído en algunas reseñas puede que las paredes sean algo finas en algunas zonas del hotel (de hecho en una de las habitaciones colindantes había un señor bastante malito en una habitación que no dejaba de toser y la mujer intentó curarlo a base de sexo salvaje el cual escuchamos en estéreo.) Pero nada que no impidiera dormir y descansar tranquilamente.

Sólo le pondría dos peros al hotel: el que consigan/compren/adquieran más hamacas para la zona de piscina (muy escasa) y que el check-in no fuese tan tardísimo como lo tienen. Las 4 de la tarde como entrada y aún así tengas que esperar por las habitaciones no me parece correcto.

Sin duda repetiremos el año que viene (y el señor que estaba malito fijo que también).",Viajó con familia,"Newcastle upon Tyne, Reino Unido",38.2590446472168,-0.6925650238990784
"Port Jardín Milenio",1159393,hotel-review,pinkpatas,2018-08-01,2018-08-01,5.0,"Paz, tranquilidad y Servicio Excelente!","Fuimos a ver el Cirque du Soleil y elegimos este hotel para disfrutar de un fin de semana juntos. Desde principio el equipo del hotel eran muy agradables en hacernos la reserva ( éramos 7 en total) y estuvimos muy contentos con todos los aspectos del hotel.

Ofrezca muchisima paz y tranquilidad, con un enorme piscina con tumbonas muy comodas, restaurante excelente y todo muy, muy limpio! Los habitaciones grandes con camas super comodas y sobre pasaban nuestros expectaciones en todos niveles.

El atención muy profesional y amable de Elena ( recepción), Rafael ( cafetería) y Nerea ( el restaurante) - junto con todos lis demas - solo hicieron que nuestro experiencia era mas inolvidable y más especial. Lo recomiendo y no dudo en volver en el futuro!",Viajó con familia,"Almería, España",38.2590446472168,-0.6925650238990784
"Port Jardín Milenio",1159393,hotel-review,fernandol518,2018-07-01,2018-07-01,4.0,"Fenomenal para ver Elche","Estuvimos un fin de semana. Las habitaciones son amplias, muy limpias y muy buen servicio. Disfrutamos de la piscina, ideal para una escapada de fin de semana. Esta dentro de un Palmeral espectacular.",Viajó con familia,indef,38.2590446472168,-0.6925650238990784
"Port Jardín Milenio",1159393,hotel-review,W2523NXsergiop,2018-07-01,2018-07-01,4.0,"Entre palmeras y muy amplio","De lo mejor en elche relación calidad-precio. En el palmeral, con piscina y cafetería. Habitaciones amplias y cómodas. Personal de 🔟. Desayuno buffet muy correcto. De los pocos hoteles con zumo de naranja natural. Mejorable cambiar bañera por ducha y carta cafetería, corta y cara",indef,"Elche, España",38.2590446472168,-0.6925650238990784
"Port Jardín Milenio",1159393,hotel-review,helencilla23,2018-07-01,2018-07-01,5.0,"Para volver","Fuimos el fin de semana pasado y por supuesto que volveremos. La habitación muy grande, cómoda y limpia. La piscina genial, preparan unos mojitos que están de escándalo. Comimos en la cafetería y aunque pedimos platos sencillos, ensalada cesar, huevos rotos y pizza provolone, nos sorprendió porque todo estaba buenísimo y a muy buen precio. La cena fue en su restaurante la taula, espectacular, recomendable al cien por cien. Teníamos que irnos muy temprano y el desayuno nos lo prepararon para llevar. Enhorabuena, volveremos sin duda alguna. Gracias por todo",Viajó en pareja,"Benidorm, España",38.2590446472168,-0.6925650238990784
"Port Jardín Milenio",1159393,hotel-review,39s_lviab,2018-05-01,2018-05-01,4.0,"Perfecto!!!!","Por su ubicación, por su tranquilidad en la estancia, el trato recibido y sus instalaciones. Poco tiempo para disfrutar de él pero intensamente vivido y lo recomiendo!!! El staff fue acogedor, dispone de gym y ordenador para preparar tus trabajos... Clima fantástico!!!",Viajó por negocios,"Barcelona, España",38.2590446472168,-0.6925650238990784
"Port Jardín Milenio",1159393,hotel-review,Mistica83,2018-05-01,2018-05-01,5.0,"Excelente el restaurante La Taula","Un lugar con encanto, con una comida excelente y una atención inmejorable. Andrea una persona atenta, amable, que me ha ayudado en todo momento, antes y durante la comida en el restaurante, darle las gracias es poco para lo bien que nos trato. Todo estaba exquisito, sabores diferentes, muy ricos y sin duda allí no te quedas con hambre. Repetiré esta claro, tengo pendiente una cena en los jardines. Gracias Andrea por hacer que esa comida fuera especial, por tu calidez humana, que sin duda te hacen un gran profesional en tu trabajo. Volveremos",Viajó en pareja,"Torrevieja, España",38.2590446472168,-0.6925650238990784
"Port Jardín Milenio",1159393,hotel-review,XavierVila,2018-04-01,2018-04-01,5.0,"Muy buena estancia","Ubicado en el corazón del Palmeral de Elx este hotel es muy tranquilo y dispone de piscina y muchos espacios verdes. El servicio es muy atento y profesional, muy agradable y las instalaciones del hotel estan muy bien. Muy limpio. Las habitaciones, amplias, con un toque rústico por el tipo de suelo y decoración. Las camas son muy cómodas y el entorno es muy silencioso. El desayuno es bueno, variado y a buen precio. Hay párking, pagando unos 6€ aprox, pero vale la pena. No prové el restaurante pero me han hablado muy bien. Se hacen eventos. Si vuelvo a Elx, sin duda, volveré.",Viajó con amigos,"Barcelona, España",38.2590446472168,-0.6925650238990784
"Port Jardín Milenio",1159393,hotel-review,str905,2018-04-01,2018-04-01,5.0,"Perfecto!","Hotel tranquilo con instalaciones muy bonitas, ubicado en el palmeral de Elche y a poca distancia a pie de todos los puntos de interés de la ciudad.

Habitación doble muy grande, con la cama más ancha que he visto en mi vida! El baño tiene hilo musical (radio).
Me parece maravilloso el servicio 24 horas de comida en la habitación, muy práctico!

El personal nos ayudó muchísimo, tanto antes como durante nuestra estancia. Muy amable y comprensivos, nos han puesto las cosas muy fáciles!

Repetiremos sin duda!!!",indef,"Madrid",38.2590446472168,-0.6925650238990784
"Port Jardín Milenio",1159393,hotel-review,TaniaTMF,2018-04-01,2018-04-01,5.0,"Fin de semana genial","Hemos ido a pasar el fin de semana de semana santa y nos ha encantado el hotel, cerca del centro donde hay bastantes restaurantes donde poder comer o cenar.
El hotel nos ha encantado es tranquilo y todo muy limpio, camas comodas, servicio de Mini bar, radio en los baños,mejor de lo que esperaba.
El trato al cliente excelente por parte de todos los trabajadores que nos hemos encontrado en nuestra estancia.
Seguro que volvemos a repetir si volvemos a Elche!",Viajó en pareja,indef,38.2590446472168,-0.6925650238990784
"Port Jardín Milenio",1159393,hotel-review,begavilla,2018-03-01,2018-03-01,5.0,"Muy buén hotel","Tranquilo , en un magnífico entorno, el palmeral que es una maravilla...todos muy amables , tanto en recepción como en la cafetería, tengo que destacar la amabilidad de los camareros...las señoras que limpian la habitación , encantadoras y serviciales, ...buen desayuno , una noche cenamos en la cafetería y genial todo , un diez en general, volveremos a este hotel cuando visitemos Elche , Que es una ciudad muy bonita",Viajó con familia,"Comunidad de Madrid, España",38.2590446472168,-0.6925650238990784
"Port Jardín Milenio",1159393,hotel-review,franr119,2018-02-01,2018-02-01,5.0,"Hotel ","Buen viaje ha sido perdedor el viaje pero in poco soso pero me gustó solo estoy escribiendo para que me den un descuento menudo rollo no me gusta estar escribiendo para poder conseguir un descuento menudo rollo no me gusta que controlen a tu lado y vivamos juntos nuestra historia de amor mío es muy arriesgado dímelo y no me ha dado la oportunidad de tener otro coche por eso con la paga que recibiré de menos",Viajó en pareja,indef,38.2590446472168,-0.6925650238990784
"Port Jardín Milenio",1159393,hotel-review,jordis736,2018-01-01,2018-01-01,4.0,"Siempre bien","Buen hotel a un buen precio. Accesos cómodos en un entorno muy bello. Trato correcto estado de las instalaciones impecable y muy buena relación precio calidad. Recomendable tanto para viajes de negocios como privados en família.
Me suelo alojar en este hotel varias veces todos los meses y seguiré haciéndolo sin lugar a dudas.",Viajó por negocios,"Matadepera, España",38.2590446472168,-0.6925650238990784
"Port Jardín Milenio",1159393,hotel-review,A5785OGcarlosa,2017-12-01,2017-11-01,4.0,"Magnífico entorno","Situado en medio de un palmeral, la amplia zona correspondiente al hotel está muy cuidada .Cuenta con parking para clientes (seis euros al día).Se llega al centro andando en unos pocos minutos..Las habitaciones son más amplias de lo normal y bien amuebladas .El desayuno está muy bien ,así como la relación calidad precio. Cuando el tiempo es bueno se puede disfrutar de la piscina.
La cafetería para tomar algo para cenar es mejorable.",indef,"Pozuelo de Alarcón, España",38.2590446472168,-0.6925650238990784
"Port Jardín Milenio",1159393,hotel-review,LeiReCiLLa,2017-11-01,2017-11-01,3.0,"Cómodo y limpio","Las habitaciones son grandes y agradables, pero creo que se han quedado anticuadas para ser un 4*. Aun así, está limpio y es tranquilo, para una noche de paso es más que suficiente. El desayuno buffet, muy completo.",Viajó por negocios,"Madrid, España",38.2590446472168,-0.6925650238990784
"Port Jardín Milenio",1159393,hotel-review,alfredop625,2017-11-01,2017-10-01,4.0,"Celebración sobrina.","Estuvimos toda la familia celebrando la confirmación de mi sobrina, en total eramos 20 personas con niños incluidos.
La comida en general muy bien.
El servicio, esta vez excelente.
El paraje excepcional.",Viajó con familia,"Elche, Comunidad Valenciana, Spain",38.2590446472168,-0.6925650238990784
"Port Jardín Milenio",1159393,hotel-review,karlymas,2017-11-01,2017-10-01,5.0,"Bonito hotel, agradable, limpio, y tranquilo. ","Fuimos a pasar un fin de semana a Elche, y la verdad es que el hotel es ideal. Está en medio del palmeral, estás muy tranquilo y relajado, al mismo tiempo está a 5 min del centro, nos gustó mucho. Las personas del hotel todas muy amables.",Viajó con familia,"Valencia, España",38.2590446472168,-0.6925650238990784
