estabelecimento,estabelecimento_id,estabelecimento_tipo,usuario,data_avaliacao,data_visita,nota,titulo,conteudo,origem,idioma
Inhotim,1743976,atracao-review,Y5824HOdaniel,2020-05-26,2020-02-26,5.0,Maravilhoso! ,"Literalmente um dos melhores passeios para se fazer no Brasil, um lugar único, muito melhor que qualquer parque do mundo afora!
...
Uma imersão na arte!
Separe de 2 a 3 dias para aproveitar bem, um dia para cada linha (trajeto)
E não pegue os carinhos, aproveite para andar bastante, sem pressa para desfrutar e contemplar tudo que o Parque tem para oferecer!","Santana de Parnaíba, SP",pt
Inhotim,1743976,atracao-review,KarinaBeraldo,2020-04-26,2019-09-26,5.0,Lugar Maravilhoso,"O Instituto Inhotim é um lugar único! Não sabia o que esperar pois não conhecia muita gente que tinha visitado, mas foi uma linda surpresa atrás da outra! É de longe o mais belo museu de arte contemporânea do Brasil, misturado com matas nativas e belos jardins. Fiz a visita em dois dias, no primeiro fiz todas as trilhas mais proximas a pé, e no segundo, como era quarta feira e a entrada é gratuita, contratei o carrinho para explorar as galerias mais distantes então sobrou ainda um tempinho pra curtir o lago e o cafe de uma das galerias.","São Caetano do Sul, SP",pt
Inhotim,1743976,atracao-review,marciakriok,2020-03-26,2020-03-26,5.0,Local único,"Paisagismo impecável, obras de arte interessantíssimas, encravadas na natureza exuberante. Banheiros limpos, vários pontos para abastecer gratuitamente as garrafinhas de água, muitos locais para descanso e contemplação, carrinhos elétricos pilotados por jovens bem treinados tornam a visita mais proveitosa, permitindo conhecer toda a área das galerias de arte. Imperdível.","São Bernardo do Campo, SP",pt
Inhotim,1743976,atracao-review,afjunior2018,2020-03-26,2020-02-26,4.0,A natureza em sua essência!!,"Conheci esse lugar no carnaval deste ano !! Apesar da chuva no meio do passeio não estragou a beleza do lugar !! Muito bonito, limpo e bem organizado!! Não sou expert em obras de arte então vou avaliar só o parque !! Adorei o lugar !!!","Rio de Janeiro, RJ",pt
Inhotim,1743976,atracao-review,CelsonRichter,2020-03-26,2020-03-26,5.0,Um museu a céu aberto ou um jardim com obras de arte?,"Perfeito! Essa palavra define Inhotim. O lugar é lindo, com seus jardins, lagos e galerias de arte. Diversidade de obras e espécies vegetais, espalhadas por uma área enorme. Nós levamos 2 dias para conhecer tudo. No primeiro dia fizemos a rota laranja a pé. É puxado e se você não tiver preparo, use o transporte interno. No segundo dia, usamos o transporte pra ganhar tempo e conseguimos fazer as rotas rosa e amarela. É um local que merece ser visitado, mesmo porque não foi afetado pelo desastre da Vale.","Brasília, DF",pt
Inhotim,1743976,atracao-review,tiagov577,2020-03-26,2020-03-26,5.0,Inhotim com crianças ,"Simplesmente espetacular! Monitores atenciosos, lugar limpo, opções de lanche e comida. Imperdível!! Recomendo do locar os carrinhos elétricos, ganha-se tempo. Muita interatividade para as crianças.","Joinville, SC",pt
Inhotim,1743976,atracao-review,Thomasdorio,2020-03-26,2020-03-26,5.0,Excelente,Amei o jardim botânico. Um lugar extraordinário. Tenho visitado muitos museus no exterior e o Inhotim realmente fica no top 5 de todos os museus. Não só tem um jardim botânico muito lindo mas também oferece arte contemporânea de altíssimo nível e muito variado. Também há várias opções de comida e bebida de qualidade. E todas as pessoas com quem tive contato - funcionários do Inhotim ou dos lanchonetes/restaurantes - foram muito gentis e educados. A minha experiência com Inhotim foi nota 10. Recomendo muito.,"Rio de Janeiro, RJ",pt
Inhotim,1743976,atracao-review,Danielegmq,2020-03-26,2020-02-26,4.0,Muito bonito,"Na quarta feira, o ingresso é gratuito. Precisa reservar com antecedência no site. Recomendo contratar o carrinho para explorar melhor o local. Os jardins são lindos! Vimos esquilos e patos.Para entender um pouco das exposições, precisamos ler as placas que ficam em cada uma delas.
Almoçamos no restaurante Oiticica. O KG não é barato mas vale a pena!!","Brasília, DF",pt
Inhotim,1743976,atracao-review,eduardosB3015AO,2020-02-26,2020-02-26,1.0,Despreparados para atender com excelência.,"Local artificial, jardim muito cuidado porém esconde marcas da degradação ambiental. Se acham muito requintados e modernos, porém não atendem com zelo seus visitantes, por ter um serviço precário e sem preocupação com os usuários. Visto que é patrocinado e incentivado por entidades relevantes!!! Não Recomendo para quem tem crianças, pois o local é despreparado para recreação infantil.","Sete Lagoas, MG",pt
Inhotim,1743976,atracao-review,Lirio-Brasil,2020-02-26,2020-02-26,5.0,Excelente. Tudo lindo e bem organizado,"Um orgulho do Brasil esse lugar. Lindo, bem organizado. Funcionários super atenciosos e disponíveis. Tudo funciona se você tem necessidades especiais. Os carrinhos sempre disponíveis são excelente opção para idosos e pessoas com pouca mobilidade.

As obras de arte são perfeitamente harmonizadas com o meio ambiente. Os jardins são muito bonitos. Planeje um ou dois dias.

O restaurante dentre o parque é excelente, ótima comida por um preço bem razoável.",Brasil,pt
Inhotim,1743976,atracao-review,scsousa41,2020-02-26,indef,2.0,Lugar planejado!,"Eu não pesquisei sobre o que iria ver, sempre faço isso para qualquer passeio, seja turismo ou aventura na natureza. Então, expectativa x realidade ficou nota 6 de 10 para inhotim.
Valores =》Achei o ingresso e transporte interno caros.
Sinalização =》 Achei longe de BH e estrada mal sinalizada, o GPS nos levou para estrada de chão, cheio de lama que dava para entrada da Vale. Se tivesse melhor sinalização teríamos evitado isso.
Atendimento =》os atendentes estavam entediados, e não eram simpáticos, parecia robôs explicando para onde estava indo visitar. Não sabia falar muito sobre o local e estava de cara fechada.
Sinalização no local =》 bom, porém, tinha gente a pé perdidas sobre abrir a escolhida e reclamou comigo do atendente que p orientou.
Local, obras e exposições =》 como queria ter contato com a natureza, ali é um jardim bem planejando e cuidado, nesse quesito fiquei frustrada. Nada era espontâneo, um jardim. A obras envolvendo som e imagens nos leva pra algum lugar interno, bem obscuro, eu achei, melancólica eu diria. E pelo que consegui tirar do pessoal que trabalha lá, era o intuito dos artistas provocar sensações. Entendi Que não aprecio o tipo da arte contemporânea exposta ali.
Gostei muito, mais muito mesmo da arquitetura e paisagismo é de tirar o fôlego.","Belo Horizonte, MG",pt
Inhotim,1743976,atracao-review,joelmaf608,2020-02-26,2020-01-26,5.0,Beleza natural,Visitar Inhotim é estar ao mesmo tempo próximo à natureza e a criação do homem. Você encontra no mesmo lugar obras de arte e a natureza que encanta a todos. Vale com certeza a pena a visita.,indef,pt
Inhotim,1743976,atracao-review,tulioothp,2020-02-26,2020-02-26,5.0,Sensacional! ,"Lugar incrível!!! Um mergulho na arquitetura, arte, história e natureza. Inhotim é um lugar totalmente mágico, com uma riqueza imensurável. As galerias dão um show de arte tanto no quesito artístico quanto no arquitetônico. Recomendo chegar cedo para curtir ao máximo o parque, pois as galerias são bem distanciadas uma das outras. O mais legal é que você pode escolher em fazer todo trajeto caminhando ou contratar o serviço de transfere interno. Uma dica, consultem o site ou Instagram para verificar se alguma galeria se encontra em manutenção, ou até mesmo a programação do parque naquele dia.","Belo Horizonte, MG",pt
Inhotim,1743976,atracao-review,HelenM436,2020-02-26,2020-01-26,5.0,Natureza exuberante mesclada com arte,"Fomos de BH até Brumadinho com carro alugado, o que dá mais autonomia com relação aos horários.
Achei os últimos 30km da estrada bem ruins, estrada simples, com trânsito muito pesado (caminhões que trabalham retirando entulho do rompimento da barragem), sem locais para ultrapassar e ainda pegamos um congestionamento dentro da cidade de Brumadinho!! Saia de BH com tempo de sobra.
Mas tudo vale a pena quando vc chega no Inhotim...o lugar é lindo.
Fomos em uma quarta-feira quando não é preciso pagar ingresso (mas vc deve retirar um QR code para poder acessar o parque no site Sympla, pode levar no celular mesmo). Do contrário o ingresso custa R$ 45,00 por pessoa.
O Local é imenso, muito difícil percorrer ele todo em um só dia, o ideal é selecionar o que vc tem mais interesse em ver, pegar o mapa na recepção e informar-se sobre quais galerias estão fechadas para manutenção (para evitar caminhar grandes distãncias a toa).
Vc chega a caminhar até 800 metros entre uma galeria e outra, vá com roupas confortáveis, boné, repelente, água (usamos os bebedouros do parque para reabastecer), lanches.
Como não pagamos o ingresso, decidimos pagar para usar o sistema de carros elétricos que circula pelo parque e adianta muito o trajeto, pois as longas caminhadas nos trechos mais distantes vc faz de carrinho. Custa R$ 30,00 por pessoa e tem locais determinados para embarque e desembarque. Otimiza muito o tempo de quem vai só um dia.
A natureza é exuberante, foi o que mais me encantou. Os jardins muito bem cuidados, lagos lindos que rendem ótimas fotos. Vale a pena contemplar.
Confesso que quanto as obras de arte, eu que sou leiga no assunto, fiquei sem entender muito bem algumas, achei que as obras seriam mais acessíveis ao entendimento dos não iniciados no mundo das artes.
As que mais gostei foram as galeria de Matthew Barney, Tunga, True Rouge e Adriana Varejão. Mas isso é muito pessoal....
A Galeria Doug Aitken que eu mais queria ir, estava fechada para manutenção.
Existem algumas opções de alimentação ao longo do trajeto, mas achei todas muito acanhadas.
Almoçamos no restaurante a quilo Oiticica, ótima comida, saborosa, neste dia o kilo custava R$59,90. Abre ao meio dia, mas chegue um pouquinho antes que tem fila.
Passamos na loja de produtos do Inhotim para trazer uma lembrança, mas confesso que achei os preços abusivos. Talvez destinado aos turistas estrangeiros que gastam em euro ou dólar. Comprei um uma Imã R$ 20,00.
Vale a pena fazer esta visita.","Ponta Grossa, PR",pt
Inhotim,1743976,atracao-review,tatijoyce,2020-02-26,2019-03-26,5.0,Potencial a ser descoberto,"O Instituto Inhotim já estava na nossa lista de desejos de viagem há séculos. Vale muito. Mas, o que nos surpreendeu, foi o potencial turístico da região de Brumadinho (e pouco explorado). Acreditem: Brumadinho tem trilha, mirante, cachoeira e visuais únicos que a turma que visita a cidade para ir ao Inhotim nem toma conhecimento. Sou daquelas que está sempre em busca de um pôr do sol. Me fascina a percepção de que apesar dele acontecer todos os dias nunca é igual. Então, não preciso nem dizer que um dos passeios que fizemos (e que adoramos) foi assistir um pôr do sol lindíssimo na Pedra do Morcego. E o melhor de tudo: só tinha a gente lá.
Infelizmente a turma que nos levou aos passeios (Natália, do Rolé em Brumadinho) não estão mais operando desde a tragédia ocorrida na região. Agora é torcer (já que é o que nos resta) para que tudo se normalize","Rio de Janeiro, RJ",pt
Inhotim,1743976,atracao-review,pmas95,2020-02-26,2020-01-26,4.0,"O nome já diz tudo, o MAIOR museu a céu aberto. Interprete como quiser...","Sempre foi um sonho conhecer Inhotim e finalmente chegou a hora de realizar! Por se tratar de um ponto turístico bem conhecido, espera-se que seja fácil de chegar, tenham diversas opções e afins, porém não é bem assim...

O lugar que tem como grande patrocinador da Vale, a mesma da barragem de Brumadinho e Mariana, tem um monopólio gigante que torna seu acesso bem caro, sem falar que isso se soma ao ingresso que tem um preço bem, como eu posso dizer... CARO!!! R$44 pilas (a inteira) + o transfer + alimentação = falência. Arte acessível? Nem sempre...

Vou detalhar aqui as diferentes (e poucas) formas de se chegar ao complexo:

1 - Transfer

A opção mais econômica (pasmem) para grupos pequenos. Feita pela empresa Belatur, custa quase 80 golpinhos por pessoa, isso ida e volta, sai do hotel Holiday Inn na Savassi e a te deixa lá no retorno. Para quem mora fora de BH, é necessário comprar online, no qual é cobrada uma taxa de (in)conveniência. Sem taxa só pessoalmente em uma das lojas, seria fácil, se não tivesse que ser feita até o dia útil anterior a data sua visita, ou seja, se você for no domingo, tem que comprar até às 15h de sexta. Se vire ou pague a taxa, bem amigável. Não vendem na hora!

2 - Ônibus

Uma outra empresa faz o trajeto de ônibus ida e volta, saindo da rodoviária da cidade e voltando lá mesmo. Essa vende a passagem na hora, mas acredite se quiser, essa opção é mais cara que o transfer! Nunca vi um ônibus ser mais caro que um transfer...

3 - Outros

É sempre bom colocar na ponta do lápis quanto se vai gastar com locomoção durante a viagem, dessa forma você consegue saber se vale a pena alugar um carro para ir até lá. A vantagem é a liberdade de horário.

Também dá para ir a pé, mas é quase um dia andando, mas fique à vontade e cuidado com as represas da Vale pelo caminho.

Agora vamos falar do lugar em si:

O nome é bem específico (no caso o slogan né, porque o nome mesmo é complicado, Inhonho, Tonhotim, Tocantins, Inhotiba...), o MAIOR museu a céu aberto do mundo. O que isso significa? Duas coisas: tem muita coisa para ver e... TUDO É LONGE! Mas já era de se esperar, então 0 novidade.

Aos que pretendem fazer tudo em um dia, leve sua garrafinha de água, pegue o mapa (deixe ele nas minhas fotos) e otimize sua rota, seja inteligente, caso não. NÃO. VAI. DAR. TEMPO. A não ser que você faça que nem 99% das pessoas e pague R$30 para usar os carrinhos do complexo ou R$500 para ter um exclusivo (ryyyca).

Eu e minha amiga completamos a missão de fazer tudo em um dia e ainda sobrou tempo para um cafézinho e pão de queijo (amém), justamente porque pegamos o mapa e traçamos o melhor trajeto. (E também porque tinham várias galerias e instalações fechadas, porém o ingresso é o mesmo e ninguém te avisa, ou seja, tu anda que nem um condenado até o lugar e tá fechado hehehehe).

Agora vamos falar de coisa boa, como tudo na vida tem seu lado bom e ruim, o bom de Inhotim é a paisagem linda do lugar e uma boa parte de suas instalações são BEM interessantes (algumas bem imersivas, tendo que tirar o sapato algumas vezes).

Onde estão os clássicos?

As clássicas paredes coloridas estão no final da rota rosa, é uma das últimas coisas (ou primeira, depende do trajeto que você escolher). O quarto vermelho está na rota amarela, não muito longe da entrada principal, e o resto reza para tá aberto.

Algumas dicas:

1 - Leve garrafinha, tem diversos bebedores espalhados por Inhonhonhonhotim
2 - Vou reforçar: Otimize seu caminho caso só tenha um dia, é muita coisa!
3 - Pergunte assim que chegar o que está aberto e o que está fechado e marque no mapa para não perder tempo indo para uma atração fechada!
4 - Se você comprou o ingresso online (como eu fiz), ele deve ser validado na recepção. Não tem NENHUMA indicação e se você não souber disso vai entrar sem a pulseira no complexo até alguém te barrar e falar que precisa da pulseira, aí você vai ficar olhando que nem idiota pra pessoa e perder 30 minutos do seu tempo esperando alguém vir lá da recepção validar seu ingresso e te dá a bendita pulseira. Isso aconteceu comigo, mas só fui ser avisado quase que no final do dia, depois de passar por 500 galerias diferentes. C U I D A D O.
5 - Não cometa o erro de ir de chinelo, além de dar bolha, tem uma instalação que só pode entrar quem tiver de sapato fechado!!!!!!!!
6 - Não esqueça o repelente, a parada é no meio do mato e os mosquitos fazem a festa.

Sobre mim

Olá, tudo bom? Me chamo Pedro, sou um viajante apaixonado e compulsivo. Já tive a oportunidade de rodar diversos lugares pelo mundo, então se precisar de dicas dá uma passadinha no meu instagram @eumesmopedromello e bora trocar uma ideia.","Brasília, DF",pt
Inhotim,1743976,atracao-review,1rick23,2020-02-26,2020-01-26,5.0,Geral,"É o maior centro de arte contemporânea a céu aberto do mundo, e também um riquíssimo jardim botânico. Tem um grande estacionamento e lanchonetes e restaurantes. São 3 rotas para visitação e a sugestão é comprar tickets para os carrinhos elétricos, onde pode-se fazer os roteiros sem se cansar. Área muito grande e com as obras em vários locais.","Barreiras, BA",pt
Inhotim,1743976,atracao-review,ezacmd,2020-02-26,2019-03-26,3.0,jardim decorado. exposições.,"local de ingresso caro, roteiros complicados de seguir. restaurantes de terceira com preços de primeira",indef,pt
Inhotim,1743976,atracao-review,Dricrocker,2020-02-26,2020-01-26,5.0,Passeio imperdível. Super recomendo!,Visitei 2 dias e conseguir ver todas as instalações sem pressa. Para visitar as obras mais distantes o carrinho foi muito bom.,indef,pt
Inhotim,1743976,atracao-review,caiommoraes,2020-01-26,2020-01-26,4.0,Inhotim um lugar único.,"Estive em Inhotim no dia 26/01/2020 pela primeira vez. Um lugar exuberante, único no Brasil, muito verde com um paisagismo impressionante pelo tamanho da área, muita arte de primeira qualidade, atendentes solícitos e simpáticos, enfim, um lugar a se visitar com certeza.
Porém, lá existem 2 restaurantes, um chamado Tamboril que cobra R$ 79,90 por pessoa e outro o Oiticica que é mais popular que cobra R$ 69,00 o quilo e neste dia fui almoçar (assim como muitas pessoas) no Oiticica e estava fechado por público baixo (conforme disseram duas funcionárias).
Pergunto : porque não fechar o mais caro e deixar o outro aberto? Resultado, as pessoas foram até as lanchonetes e a comida nelas acabou, ou seja, falta de respeito com que foi até lá, famílias com criança que não tinham onde comer a não ser pagando muito caro.
Uma falta de consideração com os visitantes. Caso for até lá leve seu lanche e seu refrigerante, não é proibido levar comida.","São Paulo, SP",pt
Inhotim,1743976,atracao-review,esteratr,2020-01-26,2020-01-26,5.0,Lugar especial,"Inhotim é um daqueles lugares necessários. Tudo é perfeito, para todas as idades. Excelente para fotografias. Um espaço que mistura arte e natureza com perfeição. Obras que inspiram, que despertam a imaginação, que brincam com os sentidos. Tudo num contexto exuberante. Uma natureza belíssima e rica em detalhes.Perfeito para uma boa caminhada ou se preferir, use os carrinhos de transporte disponíveis para aluguel. Ótimos restaurantes.",indef,pt
Inhotim,1743976,atracao-review,luizvaldo,2020-01-26,2019-12-26,5.0,M A R V I L H O S O lugar para quem gosta de arte contemporânea como eu.,"Minha visita a Inhotim teve duração de 3 dias.
Fiquei alojado em um hotel em Brumadinho e logo de manhã partimos para Inhotim, que abre às 9 horas. So saiamos dela quando o tempo estava vencido.
Almoço e cafés maravilhosos.
Loja de comprar muito bem organizada e linda peças para comprar.
Valeu tudo foi muito bom e aproveitamos muito nossa ida para lá.","Socorro, SP",pt
Inhotim,1743976,atracao-review,priscila_gps,2020-01-26,indef,5.0,Lindo,"Fomos em uma sexta-feira achei vazio o que deu para aproveitar muito, aconselho baixar o mapa antes e escolher os lugares, nem precisa dizer sobre repelente, fitro solar, tênis e garrafa de água, em vários pontos tem onde encher a garrafa com água bem gelada.

Caso chova ou só tenha um dia de visita aconselho o carrinho, pois ajudou muito e agilizou na rota.

Utilizamos a empresa BELVITUR que nos auxiliou em tudo na compra do ingresso evitando filas e no transporte ida e volta, com o maior conforto, pontualidade e organização.

Parte triste é que está fechado por tempo indeterminado:
A casa de nuvens e Sonic Pavillion ( som da terra)
Data da visita: 03.01.2020","São Paulo, SP",pt
Inhotim,1743976,atracao-review,23f_b,2020-01-26,2020-01-26,5.0,Incrível ,"Eu amei! Foi uma experiência diferente ter as intervenções artísticas em meio ao parque. E também poder entrar em algumas das obras, para entender a ideia dos artistas. Fiz todo o passeio a pé, mas se vc não curte caminhar existe a opção do carrinho.",Estado de São Paulo,pt
Inhotim,1743976,atracao-review,lucymendes8645,2020-01-26,2020-01-26,5.0,Funcionária do Mês!,"Gostaria de deixar meus sinceros agradecimentos a Funcionária Thaynara Rodrigues, que estava na galeria G5, ela foi atenciosa, gentil, educada e me tratou muito bem, diferente de outros funcionários que nem a cortesia de um BOM DIA davam! Obrigada, Thaynara! tornou minha experiência sensacional :) Beijos Luciana.",indef,pt
Inhotim,1743976,atracao-review,gladysdesousa,2020-01-26,2019-07-26,5.0,Experiências sensoriais,"Inhotim é um Museu aberto que possibilita várias experiências e olhares. Um passeio impar.
Há diferentes galerias de arte, há inúmeros jardins. Caminhar por entre as alamedas é se deixar levar pelos cantos dos pássaros, os diferentes aromas e tons da natureza. Somando-se a esses aspectos, a cordialidade dos funcionários e colaboradores é fato.","Belo Horizonte, MG",pt
Inhotim,1743976,atracao-review,gabimamura,2020-01-26,2020-01-26,5.0,"Indescritível, tem que ir","Não é só um museu, tudo ali faz você se impressionar! As galerias, os jardins, as obras, é uma experiência única. E aconselho fazer tudo a pé ao invés de lugar o carrinho, se possível, porque o paisagismo de lá é outra obra de arte!",Estado de São Paulo,pt
Inhotim,1743976,atracao-review,GutoVolpi,2020-01-26,2020-01-26,5.0,"Se vc AINDA não foi ! Vá, não perca mais tempo .","Poderia escrever todas as sensações que tive visitando Inhotim, mas em vez disso, acho que só posso dizer , Vá visitar Inhotim, não perca mais tempo.","Ribeirão Pires, SP",pt
Inhotim,1743976,atracao-review,NatoOrla,2020-01-26,2020-01-26,4.0,Impressionante ,"Parque espetacular. Impressiona o tamanho, diversidade da flora e organização. No entanto a parte de exposição de arte não me impressionou. Achei também q poderia haver um linha circular dos carrinhos elétricos que levam os visitantes.","Vitória, ES",pt
Inhotim,1743976,atracao-review,Marzilene,2020-01-26,2019-12-26,5.0,Lugar maravilhoso,"Possue obras de estilos artísticos diversos, atendendo todos os gostos. É importante ir mais de um dia e para não ser muito cansativo, os carrinhos de transporte são uma boa opção.","Rondonópolis, MT",pt
Inhotim,1743976,atracao-review,837renatos,2020-01-26,2020-01-26,5.0,Impressionante ,"Não existe palavras para descrever esse lugar, pois é uma mistura de arte com natureza em uma perfeita sintonia","Niterói, RJ",pt
Inhotim,1743976,atracao-review,flunabahia,2020-01-26,2020-01-26,4.0,Arte e Jardim Botânico,"Museu pouco conhecido entre os basileiros, e que precisa ser divulgado em nosso país. Além de museu o local é um agradável jardim botânico, muito bem tratado e com belas paisagens. Não percam a oportunidade de conhecer esse excelente local, recomendado para pessoas de todas as idades. Pretendo retornar futuramente.",indef,pt
