estabelecimento,estabelecimento_id,estabelecimento_tipo,usuario,data_avaliacao,data_visita,nota,titulo,conteudo,origem,idioma
Igreja de Santo Antonio,8317868,atracao-review,VViaja,2020-10-31,2020-10-31,5.0,Sublime! Imperdível!,"Encarapitada no alto de uma ladeira, a igreja é abraçada pela Serra de São José. A fachada amarela e branca esconde um opulento interior, com mais de 480 quilos de ouro, principalmente na capela-mor e nos seis altares. O órgão com fileiras de tubo, foi construído em Portugal, entre 1785 e 1788. Não se tem a data exata da construção desse templo. Em 1710 um grupo de devotos fundou a Irmandade do Santíssimo Sacramento sendo criada a paróquia e foram lançados os fundamentos para uma nova e maior igreja. Em 1732 o edifício estava quase pronto. Nem bem se acabara quando iniciaram novas obras para uma ampliação, entre 1736 e 1737. As obras continuariam ao longo de todo o século XVIII. Sua planta segue o padrão barroco básico, com uma nave única com altares enfileirados nas laterais e uma capela-mor ao fundo. O interior foi decorado em várias etapas e mostra diversas abordagens do estilo Barroco. Os altares de Nossa Senhora da Conceição e São Miguel e Almas são os mais antigos. Ambos seguem o Estilo Nacional Português, com detalhes nos estilos Barroco Joanino e Rococó. A fachada é larga, com uma porta central com uma moldura em pedra entalhada realizada por Francisco Xavier de Brito, conhecido popularmente como Aleijadinho, um artista singular responsável pelas maiores riquezas do patrimônio histórico brasileiro.","Rio de Janeiro, RJ",pt
Igreja de Santo Antonio,8317868,atracao-review,CarolinaL1626,2020-10-31,2020-10-31,5.0,Lugar mais bonito de Tiradentes ,Para mim é a principal atração de Tiradentes. Assistimos a um concerto de música barroca na sexta-feira à noite. Imperdível.,indef,pt
Igreja de Santo Antonio,8317868,atracao-review,Alex_M_Vieira,2020-10-31,2020-10-31,5.0,A igreja mais bonita que já visitei!,Linha igreja! Uma verdadeira obra de arte. Vale a pena fazer uma visita guiada. A Guia local que nos acompanhou deu uma verdadeira aula de história.,"Belo Horizonte, MG",pt
Igreja de Santo Antonio,8317868,atracao-review,RaquelXavier,2020-10-31,2020-10-31,5.0,Linda matriz.,"Cheguei de viagem com meu marido e foi nossa 1ª visita, mas já estava fechada. É linda e voltarei logo, a vontade de entrar para apreciar e rezar é muita.","Niterói, RJ",pt
Igreja de Santo Antonio,8317868,atracao-review,Luizcarlosvirgini,2020-09-30,2020-09-30,5.0,Turistando por Tiradentes,"A igreja inteira é linda
Emocionante ver aquelas naves e o órgão é uma atração a parte.
Toda de ouro e com obras de aleijadinho . Muito linda. Vale a pena conhecer.","Rio de Janeiro, RJ",pt
Igreja de Santo Antonio,8317868,atracao-review,Brunomelo,2020-09-30,2020-09-30,4.0,Linda igreja,"Igreja do século XVIII, de arquitetura muito bonita, imponente e rica como as igrejas de Tiradentes. Vale muito a visita.","Ouro Preto, MG",pt
Igreja de Santo Antonio,8317868,atracao-review,346isabel,2020-09-30,2020-09-30,5.0,Linda e majestosa ,Imperdível essa visitação!!!! Segunda maior igreja com kilos de ouro do Brasil 482kg . Fica na parte mais alta da cidade imponente e exuberante. Toda vez que estou por aqui passo para dar uma espiadinha. Recomendo com certeza!!!!,"Roseira, SP",pt
Igreja de Santo Antonio,8317868,atracao-review,27viniciusc,2020-09-30,2020-09-30,5.0,Lugar único,Uma das obras de arquitetura mais magníficas que já vi. O interior da igreja é fantástico. O espetáculo de órgão é imperdível.,"Nova York, Nova York",pt
Igreja de Santo Antonio,8317868,atracao-review,gabilislie,2020-09-30,2020-09-30,3.0,Linda,"Infelizmente não podemos entrar na matriz nem acessar ao seu redor, apenas na rua. Mas vale a visita é linda!","Divinópolis, MG",pt
Igreja de Santo Antonio,8317868,atracao-review,stellacanjani,2020-08-31,2020-07-31,5.0,Linda igreja,"Apenas conheci por fora, mas é muito bonita , e a vista do local é linda. A igreja é a segunda maia rica em ouro no Brasil.e em tempos normais tem concerto de orgao","São Paulo, SP",pt
Igreja de Santo Antonio,8317868,atracao-review,491felipen,2020-08-31,2020-08-31,5.0,Linda demais,"Andar pelo centro de Tiradentes é um desafio... Ladeiras íngremes e estreitas, caminho de pedras irregulares... Mas a arquitetura é belíssima e vale a pena!","Amparo, SP",pt
Igreja de Santo Antonio,8317868,atracao-review,H5376NAjorges,2020-08-31,2019-09-30,5.0,O melhor de Tiradentes e um órgão mui interessante,A melhor igreja de Tiradentes. Fazendo jus à época não podia de ter os seus altares forrados a ouro e esculturas do Aleijadinho. Mas o que mais me encantou foi o órgão ali havido: me fez lembrar outros órgãos semelhantes que vi em igrejas de Portugal.,"Praia, Cabo Verde",pt
Igreja de Santo Antonio,8317868,atracao-review,marcomP857RG,2020-07-31,2020-01-31,5.0,A cara de Tiradentes,"Dificilmente alguém irá a Tiradentes e não conhecerá a Igreja de Santo Antônio. É como um marco da cidade e da região. O início de sua construção se confunde com a própria fundação do pequeno vilarejo, que nascia ao completar da primeira década do século XVIII. Uma pequena capela que com o passar dos anos foi recebendo ampliações e detalhes que a transformaram em um importante expoente da arte barroca e rococó. A riqueza de detalhes é impressionante e admirável, principalmente considerando a época em que foram feitos. Aleijadinho é o artista a quem se atribui a fachada da igreja. Imponente tanto quanto o seu interior. Não há como não se admirar ao adentrar seu salão principal e perceber a quantidade de ouro adornando suas esculturas. Posso estar errado, mas se não me engano, foi dito pelos guias que é a segunda igreja que mais recebeu ouro no Brasil. É algo realmente incrível. Na parte do coro, no mezanino, há um belo órgão de tubos datado também do século XVIII, e funcionando! A noite há algumas apresentações na igreja, inclusive recital com o próprio órgão. Tem tudo para ser incrível mas não chegamos a ir pois acontece mais em fins de semana pelo que apuramos. De toda forma, é uma visita imperdível. Além de toda beleza arquitetônica e histórica, a Igreja foi construída em um lugar alto, com uma linda vista da cidade e da Serra de São José. A visitação é paga. Os guias podem ser contratados a parte. Acho que em grupos é interessante contar com a presença de um deles, afinal de contas o investimento individual seria quase simbólico e o retorno seria fenomenal. Nós optamos por não fazer uso do guia porque visitamos com criança pequena e é difícil focar atenção nesta situação, mas demos algumas “orelhadas” nos guias alheios, confesso. Enfim, tem que ir!","Santa Maria, RS",pt
Igreja de Santo Antonio,8317868,atracao-review,glaunutri0572,2020-05-31,2020-02-29,5.0,Lindíssima,"Principal Igreja de Tiradentes, localizada no alto da cidade de frente para a Serra de São José e a segunda em quantidade ouro ( 482 kg). Na fachada tem obras de Aleijadinho
Chama a atenção na igreja o grande órgão de origem portuguesa, que data do século XVIII e decora o interior. Na área externa da Matriz , é possível ver o relógio de sol que se tornou um dos símbolos da cidade e é reproduzido em peças de pedra sabão
Sextas à noite tem um concerto, com show de luzes
A Igreja é linda, como a maioria das Igrejas das Cidades Históricas","São Bernardo do Campo, SP",pt
Igreja de Santo Antonio,8317868,atracao-review,manassesv,2020-03-31,2020-03-31,5.0,Imperdível,"Igreja mais importante de Tiradentes. Possui um piano de tubos com mais de 600 peças, trazido da Europa de caravela e muito ouro. Possui guias autonomos locais que explicam detalhes sobre as pinturas e outros detalhes da igreja","Ouro Preto, MG",pt
Igreja de Santo Antonio,8317868,atracao-review,vitormA8816CF,2020-03-31,2020-03-31,4.0,Linda igreja com bela vista da cidade e das montanhas.,"A igreja é linda , e o padre conduziu a missa muito bem!!!! Dica para quem não quer ou não pode pagar ou tem a família muito Grande , é indo a missa, basta se informar com os habitantes locais os horários. Quando eu fui foi permitido tirar fotos.Nao deixaram claro como funcionava o passeio narrado, então vou explicar mais ou menos. Ele dura uns 15 minutos e é colocado um áudio explicando os principais elementos da igreja enquanto um jogo de luzes foca em cada um dos locais que é explicado(um de cada vez). Eu achei bem legal pois mostra uma perspectiva diferente da igreja, bem bonito. Entretanto por ser um áudio gravado achei o valor de dez reais um pouco alto pelo que é entregue, além da qualidade do som que não é boa. Quem não tiver interesse em entrar na igreja vale a pena subir a ladeira pra ter uma bela vista da cidade.","Brasília, DF",pt
Igreja de Santo Antonio,8317868,atracao-review,aamPortoAlegre_RS,2020-02-29,2020-02-29,5.0,Igrejas de Tiradentes ,Uma igreja lindíssima! Imperdível conhecer! Tem concerto na última sexta-feira do mês (durante a quaresma no último sábado),"Porto Alegre, RS",pt
Igreja de Santo Antonio,8317868,atracao-review,luizitobh,2020-02-29,2020-02-29,5.0,Maravilhosa ,"Igreja de 1710 com fachada de Aleijadinho, muitas histórias no seu interior e cercada por um cemitério. Vale pedir apoio a um guia local para conhecer a história!","Belo Horizonte, MG",pt
Igreja de Santo Antonio,8317868,atracao-review,ClauOrtega69,2020-02-29,2020-02-29,5.0,Lindíssima ,"Uma das igrejas mais ricas em ouro do Brasil, está muito bem restaurada e conservada, tem um órgão antigo, que vale experimentar um concerto!","Niterói, RJ",pt
Igreja de Santo Antonio,8317868,atracao-review,390celestem,2020-02-29,2020-02-29,3.0,Passeio,Fiquei decepcionada de estar fechada nos dias de carnaval!Parada obrigatória para turistas católicos na cidade!,"Santa Rosa de Viterbo,brasil",pt
Igreja de Santo Antonio,8317868,atracao-review,marcosmayo,2020-02-29,2020-02-29,5.0,Talvez o monumento mais importante da cidade,"A igreja é linda, grandiosa e não pode ser deixada para trás. Por fora vc aprecia a vista da cidade e por dentro um barroco espetacular. Nao perca.","Rio de Janeiro, RJ",pt
Igreja de Santo Antonio,8317868,atracao-review,samiracalixto,2020-02-29,2020-02-29,5.0,Maravilhosa,"Uma das igrejas mais bonitas de MG, na minha opinião. Pena que não pudemos ir ao concerto que tem as sextas-feiras",indef,pt
Igreja de Santo Antonio,8317868,atracao-review,LAMFpai,2020-02-29,2020-01-31,5.0,Imperdível: riqueza arquitetônica colonial.,"Igreja plena da história da época colonial brasileira, erigida com esmero por artesões e construtores de técnica apurada e materiais nobres (madeira, ouro,etc). Visita obrigatória para conhecer a cultura de nosso país.
Cercada por cemitério como costume da época, até hoje usado para o repouso eterno de pessoas ligadas à Igreja.",indef,pt
Igreja de Santo Antonio,8317868,atracao-review,JackAraujo,2020-02-29,2020-02-29,5.0,Igreja de Santo Antônio,"A igreja é encantadora, o altar todo em ouro, cheia de história, com guia experiente e muito educado.","Belo Horizonte, MG",pt
Igreja de Santo Antonio,8317868,atracao-review,angelopcerj,2020-02-29,2020-02-29,3.0,Impressionante,Impressiona pela riqueza de detalhes. Paga-se uma taxa de manutenção mas possui guia que conta toda sua história e curiosidades.,"São Gonçalo, RJ",pt
Igreja de Santo Antonio,8317868,atracao-review,211leilaa,2020-01-31,2019-09-30,4.0,Impressionante,"A Igreja é encantadora, um verdadeiro exemplar do barroco mineiro, se coloca ao alto de forma imponente, vista de longe verifica-se um cenário encantador, um contraste de céu azul, e o verde das serras que a cercam.
O cemitério ao lado muito bem cuidado, remete ao passado, a cultura das pequenas cidades e do aconchego familiar....
Uma paisagem magnifica!!!!","Paracatu, MG",pt
Igreja de Santo Antonio,8317868,atracao-review,Liebe08,2020-01-31,2019-06-30,5.0,Magnífica,Realmente esse ponto turístico na cidade é emocionante. A sensação de entrar em uma igreja com tanta história cultural e religiosa faz toda a diferença. Tudo no interior da igreja é incrível. Vale a pena pagar para ter uma experiência única. O lado externo também impressiona muito. A vista da cidade é linda vista do jardim da Igreja.,"Campos do Jordão, SP",pt
Igreja de Santo Antonio,8317868,atracao-review,1rick23,2020-01-31,2020-01-31,5.0,Geral,"Outro belíssimo exemplar do barroco mineiro.Lustres de prata e a quantidade de ouro que decoram o altar e suas imagens. Tem órgão com oito filas de tubos. É o mais antigo e principal templo católico da cidade de Tiradentes.Tem mais de 480 kg de ouro em seu interior e disputa com a Igreja de Nossa Senhora do Pilar em Ouro Preto o segundo lugar em quantidade de ouro. Fica em um dos locais mais elevados da cidade, permitindo uma boa visão da mesma.","Barreiras, BA",pt
Igreja de Santo Antonio,8317868,atracao-review,carolmD5266UN,2020-01-31,2020-01-31,5.0,Maravilhosa,"Visitem, é inesquecível! Vão ao concerto barroco na sexta a noite, vale muito a pena! O show de luzes antes do concerto também...",indef,pt
Igreja de Santo Antonio,8317868,atracao-review,phmesquita02,2020-01-31,2020-01-31,5.0,LINDA!,"Por fora já rende fotos linda, mas ao entrar (ao custo de 5,00 por pessoa - criança até 10 anos não paga) vc se encanta ainda mais com a arte que é a decoração desta Igreja. É realmente de se ajoelhar e agradecer à Deus pela oportunidade de estar ali. Não sei se têm sempre este serviço, mas quando fomos tinha um guia lá dentro explicando toda a sua história. Que for a Tiradentes não pode deixar de ir.","Rio de Janeiro, RJ",pt
Igreja de Santo Antonio,8317868,atracao-review,79Alfredo,2020-01-31,2020-01-31,4.0,Bela vista de lá,"É estranho ter que pagar para entrar em igreja, mas por aqui parece que é assim. Igreja interessante, vale também pela parte externa, a vista, o jardim, a serra.","Rio de Janeiro, RJ",pt
Igreja de Santo Antonio,8317868,atracao-review,lenyrbuarquet,2020-01-31,2020-01-31,5.0,Linda igreja.,"Linda igreja, uma bela vista da cidade e de parte do centro histórico, uma boa subida mas que vale a pena subir.","Rio de Janeiro, RJ",pt
Igreja de Santo Antonio,8317868,atracao-review,colecionandodestinos,2020-01-31,2019-12-31,4.0,Impressionante!,A igreja é simplesmente gigante! é linda e muito impressionante. Ao chegar perto você percebe o quanto é majestosa. Vale muito a pena a visita,"São Paulo, SP",pt
Igreja de Santo Antonio,8317868,atracao-review,AldoC992,2020-01-31,2020-01-31,5.0,Linda ,"Uma das mais lindas e ricas do Barroco mineiro! Por fora arquitetura simples, interior muito sofisticado!","São Paulo, SP",pt
Igreja de Santo Antonio,8317868,atracao-review,rosamarciafeliciano,2020-01-31,2020-01-31,5.0,Férias em família ,Excelente local para um jantar em família. Excelente tratamento e recepção. Garçom Wilson muito simpático e atencioso.,"Santo André, SP",pt
Igreja de Santo Antonio,8317868,atracao-review,patr_ciao263,2020-01-31,2020-01-31,4.0,Me senti no céu ,"Fiz a visita à noite. Assisti o fim da missa, o show de luzes e o concerto de órgão. A experiência teria sido maravilhosa se não fosse a desorganização e o atraso de uma hora. Mesmo com esses inconvenientes me senti no céu ao ouvir o concerto. Voltei no tempo com o show de luzes. Pena que é desorganizado.","Taubaté, SP",pt
Igreja de Santo Antonio,8317868,atracao-review,201cristinay,2020-01-31,2020-01-31,5.0,Vale a visita!!!!,"Lugar espetacular, vale a pena conhecer, principal igreja de Tiradentes!
Vista Linda, arte barroca...Tivemos a oportunidade de escutar o roteiro narrado com show de luzes, ver um concerto de 1 organista e 1 flautista e escutar música barroca durante nossa estadia em Tiradentes!!! Fiquem atentos às programações!
Fiquei encantada com tanta arte, beleza e cultura nessa belíssima igreja!","São Paulo, SP",pt
Igreja de Santo Antonio,8317868,atracao-review,marlonrafael,2020-01-31,2020-01-31,5.0,É uma jóia a vista,"Igreja linda, cheio de rococó e muito ouro. É impressionante a magnitude de uma obra destas no século XVII.","Curitiba, PR",pt
Igreja de Santo Antonio,8317868,atracao-review,prmg191,2020-01-31,2020-01-31,5.0,Linda,"A igreja é um espetáculo. Um verdadeiro show de história, arte e riqueza visual. A paisagem externa também é muito bonita","São Paulo, SP",pt
Igreja de Santo Antonio,8317868,atracao-review,ivanmercadanteb,2020-01-31,2020-01-31,5.0,A principal igreja de Tiradentes,"Coberta por ouro em seu interior, essa igreja chama a atenção não só pela localização (no alto de uma pequena colina em frente para a Serra de São José, ladeada por casas com fachada que lembram a época colonial), mas por ser a igreja com a maior quantidade de ouro do país. São várias obras produzidas pelos maiores mestres artesãos do Brasil do século XVIII, com revestimento de talha dourada em estilo barroco.

O teto e o altar-mor, ricamente detalhados, prendem a atenção dos visitantes por vários minutos. Cada detalhe, cada objeto desejado ou pendurado, merecem alguns instantes de contemplação e apreciação. Trata-se de uma experiência sensorial, que nos transporta para a época barroca e do império português.

Os altares de Nossa Senhora da Conceição e São Miguel e Almas são os mais antigos. O primeiro foi erguido antes de 1727 e o segundo foi dourado em 1732. Ambos seguem no geral o Estilo Nacional Português, com detalhes nos estilos Barroco Joanino e Rococó.

Os altares da Irmandade do Bom Jesus do Descendimento (1734) e Bom Jesus dos Passos (1730) são obra de Pedro Monteiro de Souza, mostrando um Barroco Joanino incipiente.

Os de Nossa Senhora do Terço e Nossa Senhora da Piedade foram realizados entre 1735 e 1745 e seguem em linhas gerais a mesma estética, mas sua execução e detalhes revelam uma outra autoria.

A capela-mor primitiva já estava sendo reformada em 1727, e sua condição atual data do período entre 1736 e 1750. O retábulo provavelmente se deve ao mestre entalhador João Ferreira Sampaio, autor dos ornamentos do arco do cruzeiro e de elementos da capela-mor.

Segundo o IPHAN, “trata-se de esplendoroso conjunto homogêneo de talha, no melhor do estilo D. João V, comparável às igrejas de Santa Clara e São Francisco do Porto”.

Observe as esculturas do mestre Aleijadinho, datadas de 1810, por exemplo.

Por outro lado, talvez um dos grandes destaques dessa igreja seja mesmo o órgão português de 1788, com fileiras de tubos e pinturas em estilo rococó, localizado na parte superior à esquerda de quem entra.

Também há opção de visitá-la à noite: o Roteiro Narrado conta a história da igreja com jogos de luz e um texto de 16 minutos gravado pelo finado ator Paulo Goulart (às sextas, 19h, e sábados e domingos, às 20h). Às sextas-feiras, a artista Elisa Freixo toca composições clássicas no órgão (19h30, quando não há casamentos). Ligue para consultar a programação.","São Paulo, SP",pt
Igreja de Santo Antonio,8317868,atracao-review,luciene3007,2020-01-31,2020-01-31,5.0,Imperdīvel!!!,Igreja única!! Possui 480 kg de ouro!! Último trabalho de Aleijadinho. Segunda no Brasil em ouro!!! Imperdível!!!!,"Ribeirão Preto, SP",pt
Igreja de Santo Antonio,8317868,atracao-review,JCNoug,2020-01-31,2020-01-31,5.0,Fantástica,"Fantástica e imponente, a matriz de Tiradentes é um espetáculo tanto em sua localização quanto na riquíssima decoração barroca em seu interior!! Imperdível.",indef,pt
Igreja de Santo Antonio,8317868,atracao-review,umatrickster,2020-01-31,2020-01-31,3.0,"Igreja bonita, atendimento ruim","A igreja cobra o valor de 5 reais para entrada, dinheiro revertido para manutenção do espaço que inclusive estava sendo reformado no momento da minha visita. Aparentemente conservada. O atendimento é ruim, a pessoa que cobra a entrada nem se dá ao trabalho de olhar na cara de quem vai. Não tem guias explicando nada.","Viçosa, MG",pt
Igreja de Santo Antonio,8317868,atracao-review,43anacristinap,2020-01-31,2020-01-31,5.0,Todo o bucolismo resumido em um ponto.,"Tiradentes e seus nove mil e poucos habitantes mantêm o charme e o bucolismo das cidades históricas brasileiras. Essa igreja simples, no alto do Morro, com toda a vista da cidade e da Serra São José ė o melh o r exemplo disso. Posso passar horas lá, só sentada, fazendo um piquenique... imperdível!",indef,pt
Igreja de Santo Antonio,8317868,atracao-review,FS11F,2020-01-31,2019-12-31,5.0,Imperdível ,"Igreja riquíssima em arte e ouro. Passeio imperdível na cidade, apreciar os detalhes de cada parte dessa construção e imaginar a riqueza do país nesse período que permitiu construir algo assim grandioso.","Novo Hamburgo, RS",pt
Igreja de Santo Antonio,8317868,atracao-review,JFabiano,2020-01-31,2020-01-31,5.0,Principal Igreja da cidade,Linda igreja da epoca do Brasil colonia. Possui um antigo órgão que ainda opera com apresentações nas sexta-feiras.,"Rio de Janeiro, RJ",pt
