estabelecimento,estabelecimento_id,estabelecimento_tipo,usuario,data_avaliacao,data_visita,nota,titulo,conteudo,origem,idioma
Praça Minas Gerais,6854713,atracao-review,edgare2013,2019-09-04,2019-06-04,4.0,Encontro com a história,"Um dos principais cartões postais de Mariana é esta Praça, onde estão as Igrejas de São Francisco de Assis e Nossa Senhora do Carmo bem próximas. Um lugar interessante pela presença destas duas Igrejas quase uma em frente a outra. Com arquitetura similar o que significa que foram construídas na mesma época. Super interessante.","Porto Alegre, RS",pt
Praça Minas Gerais,6854713,atracao-review,lirabellaqua,2019-09-04,2019-09-04,5.0,Linda!,"A cidade como um todo é muito atraente, bonita e bem conservada, mas a Praça Minas Gerais é, com certeza, o lugar mais bonito de todos.","Rio de Janeiro, RJ",pt
Praça Minas Gerais,6854713,atracao-review,W9154QSbrunoc,2019-09-04,2019-09-04,5.0,Ponto de encontro,Sempre é uma referencia para a visita á cidade. Vale a visita porque tem igrejas e a antiga câmara municipal. Bem localizado e perto dos restaurantes.,"Brasília, DF",pt
Praça Minas Gerais,6854713,atracao-review,Mtricate,2019-09-04,2019-09-04,3.0,Eu acho que estava de mau humor,"Não sei se sou muito exigente ou se estava de mau humor, mas detestei essa cidade e esse local. Lugar como existem milhares em qualquer cidadezinha do país. Ligar riscado de meu mapa","São Paulo, SP",pt
Praça Minas Gerais,6854713,atracao-review,209renatow,2019-09-04,2018-10-04,5.0,Praça Minas Gerais,"A Praça Minas Gerais, em Mariana, é uma síntese das cidades históricas do Estado, pois nela há igrejas, um pelourinho e uma casa de Câmera. As igrejas pertencem ao estilo barroco e a casa ao colonial. A da esquerda mais retangular, São Francisco de Assis,, e da direita, mais circular, Nossa Senhora do Carmo. Se o visitante ficar nas escadarias da Casa de Câmera, terá uma vista panorâmica da praça toda.","São Paulo, SP",pt
Praça Minas Gerais,6854713,atracao-review,927wagners,2019-09-04,2019-09-04,5.0,Duas Igrejas Maravihosas!,As duas Igrejas Irmandade de São Francisco e Nossa Senhora do Carmo e ao Lado a Primeira Cadeia de Minas Gerais hoje câmara Municipal.,"Mariana, MG",pt
Praça Minas Gerais,6854713,atracao-review,AliceFeroli,2019-08-04,2019-08-04,5.0,Linda!,"A localização da Praça permite um visual lindo da cidade incluindo além das Igrejas coloniais, o Fórum (ex-Prisão pùblica) .","Rio de Janeiro, RJ",pt
Praça Minas Gerais,6854713,atracao-review,ticianaxavier,2019-08-04,2019-08-04,4.0,Igrejas lindas ,"As igrejas são lindas, mas infelizmente uma está em manutenção. Cheguei bem na hora que estava havendo missa do domingo, então a única igreja que tinha estava lotada, não tive como entrar no seu interior.

Ao lado das igrejas fica a câmara municipal de Mariana. O local é aberto para visitação, onde há a sala do plenário e uma sala com ex presidentes da câmara. O local tem uma vista bonita e privilegiada para as igrejas gêmeas.

Ao redor tem as casinhas do centro histórico e algumas cafeterias.","Fortaleza, CE",pt
Praça Minas Gerais,6854713,atracao-review,caioefamilia,2019-08-04,2019-08-04,5.0,Primeira capital de MG.,"Fizemos o passeio de trem e depois um breve city tour por Mariana. A praça Minas Gerais é muito bonita e o guia explicou muito bem a história do local (as igrejas, o pelourinho e a casa de câmara da cidade).","Araras, SP",pt
Praça Minas Gerais,6854713,atracao-review,danielasA7688AT,2019-08-04,2019-08-04,5.0,História de Minas,"Conhecer Mariana é adentrar na história de Minas e um de seus pontos turísticos mais importantes é a Praça Minas Gerais. Composta pela igreja de São Francisco e Nossa Senhora do Carmo, o pelourinho e a atual Câmara dos Vereadores (antiga cadeia local), com um gramado enorme para dar uma pausa e apreciar a vista, fazer um lanche e observar cada detalhe do entorno, as pessoas caminhando e fotografando. Junto a isso, pensar também em nossos ancestrais, aqueles que construíram cada detalhe e ser grato pela oportunidade.",indef,pt
Praça Minas Gerais,6854713,atracao-review,piedadeiness,2019-08-04,2019-08-04,5.0,trabalho,excelente vista da cidade e ponto super legal para passar a tarde com os amigos com direito a uma cerveja gelada e super atendimento do bar ao lado da matriz de São Pedro.,indef,pt
Praça Minas Gerais,6854713,atracao-review,adnacampolina,2019-08-04,2019-07-04,5.0,Linda !! ,"Visite no fim da tarde onde a luz oferecerá um espetáculo a mais ! A Praça te permite um lugar tranquilo , museu para visitar e café legal na esquina. Vale a pena !","Belo Horizonte, MG",pt
Praça Minas Gerais,6854713,atracao-review,34leticial,2019-07-04,2019-07-04,5.0,Praça muito bonita.,"A Praça é muito bonita, nunca tinha visto duas igrejas tão belas juntas. Fui a praça assistir a um show do Festival Canta Mariana. A estrutura não era grande, o local aberto ao público, tudo muito bem organizado. Valeu a pena ir.",indef,pt
Praça Minas Gerais,6854713,atracao-review,DaniloCoelho3101,2019-07-04,2019-06-04,4.0,Interessantes histórias,"Muito interessante a história das duas igrejas, porém não pude visitar a da esquerda por estar fechada.","Belo Horizonte, MG",pt
Praça Minas Gerais,6854713,atracao-review,nataliafranco7,2019-07-04,2019-07-04,5.0,Principal praça,"Principal praça de Mariana, onde você já conhece vários pontos importantes, como a Casa da Câmara (antiga Cadeia), a Igreja São Francisco Assis, a Igreja Nossa Senhora do Carmo e o Pelourinho.","Rio de Janeiro, RJ",pt
Praça Minas Gerais,6854713,atracao-review,CLELIOZ,2019-07-04,2019-07-04,3.0,A praça ,"Local a ser visitado em Mariana. Mas precisa mais cuidado do poder público. A impressão que tive é que o turismo já existe, então, nem precisa investir ou cuidar. Mas é imperdível. Imagino como seria se fosse melhor cuidado.",indef,pt
Praça Minas Gerais,6854713,atracao-review,AngelaCSJ,2019-07-04,2019-06-04,5.0,Patrimônio Cultural,"A praça esta localizada no centro da cidade.
Está cercada pela Casa da Câmara e Cadeia, a Igreja São Francisco Assis e a Igreja Nossa Senhora do Carmo.
Ao centro está o Pelourinho,
Não deixe de visitar.","Sorocaba, SP",pt
Praça Minas Gerais,6854713,atracao-review,243silvioc,2019-07-04,2019-07-04,5.0,"Bonita praça, mas requer cuidados de preservação.",As três construções principais são belas mas a igreja de São Francisco estava fechada e requer uma restauração urgente . Difícil é achar lugar para estacionar nas redondezas.,"São Paulo, SP",pt
Praça Minas Gerais,6854713,atracao-review,viniciussossai,2019-06-04,2019-06-04,4.0,Local precisa de reformas,"Local extremamente lindo e rico em cultura! Porém quando se compara ouro preto com mariana, fica visivel a diferença entre ambas! Mariana precisa urgentemente de reformas e investimentos! Igrejas lindas sendo descuidadas, a de Sao Francisco por exemplo esta fechada há 8 anos! Uma pena... vale a visita pra conhecer a história da cidade!","São João da Boa Vista, SP",pt
Praça Minas Gerais,6854713,atracao-review,48anapaulac,2019-06-04,2019-06-04,3.0,Um conjunto arquitetônico lindo,"A praça é linda, porém uma das igrejas está fechada e abandonada como muitas coisas históricas no Brasil. Eu não entre na outra pois estava em cima da hora de sair da cidade ou perderia o voo em BH, más deve ser linda como as demais em Ouro Preto.","Brasília, DF",pt
Praça Minas Gerais,6854713,atracao-review,553claudetem,2019-06-04,2019-06-04,4.0,Rico,Uma das Igrejas que conhecemos é belíssima!! Pago $2 e teve uma pessoa explicando toda a história das duas Igrejas. Bem interessante!!!,indef,pt
Praça Minas Gerais,6854713,atracao-review,pedropaulom275,2019-04-04,2019-04-04,5.0,Ótimo para relaxar e eventualmente um piquenique!,"Local visitado no dia 19/04/2019, uma sexta-feira da paixão. Nesta data a cidade inteira pára para preparar a encenação da paixão de Cristo que acontece durante a noite, com a presença inclusive do arcebispo de Belo Horizonte. O local tem muito espaço gramado e é possível se sentar e curtir o visual histórico das duas igrejas que ficam lado a lado. Se conseguir se programar e levar uma lance e uma toalha para estender é possível passar algumas agradáveis e relaxantes horas por ali.","Brasília, DF",pt
Praça Minas Gerais,6854713,atracao-review,Lonlonvet,2019-04-04,2019-04-04,4.0,Precisa de uma reforma ,Local muito bonito mas está precisando passar por uma restauração. Vale a visita para quem está em Mariana e gosta de locais históricos.,"São Paulo, SP",pt
Praça Minas Gerais,6854713,atracao-review,reginaldoecruz,2019-02-04,2018-07-04,4.0,Uma manhã em Mariana,"Belas igrejas e arquitetura do período colonial, embora pouco preservadas, o que é uma pena. Um passeio pela história de Minas e do Brasil, além da excelente gastronomia mineira nos arredores.","Campinas, SP",pt
Praça Minas Gerais,6854713,atracao-review,CinthiaG639,2019-01-04,2019-01-04,5.0,"Lugar simples, mas Fantastico","Para quem gosta de turistar por igrejas e saber um pouco mais da história local pode vir dar seu passeio por aqui. Mariana conta com guias locais que ficam na porta das Igrejas e contam com uma excelente apresentação, eles não te cobram um valor, mas pela aula que se recebe é bom colaborar de forma consciente e prestigiar o trabalho dos e das guias.
Diferente de outras cidades, eles não são inconvenientes e nem ameaçadores pelo contrário eles têm inclusive um timing perfeito e a visita geralmente segue o perfil do visitante.
Preparem as pernas ou alugue um carro. E esteja preparado para dividir a pista com pedestres. Não existem sinais de trânsito como nos grandes centros.","Rio de Janeiro, Rio de Janeiro, Brazil",pt
Praça Minas Gerais,6854713,atracao-review,DIVA2561,2019-01-04,2018-03-04,4.0,Lindo e bem preservado!,"A Praça Minas Gerais fica no Centro Histórico de Mariana e está muito bem conservada, com suas belas construções, seu calçamento e seu povo muito acolhedor.","Natal, RN",pt
Praça Minas Gerais,6854713,atracao-review,deivesoliveira,2019-01-04,2019-01-04,5.0,Simbolismo,"Duas igrejas, um pelourinho e a câmara municipal do primeiro município de Minas Gerais. Uma atmosfera que te leva a uma viagem pelo tempo. É formidável poder viver este momento de resgate da história de nosso estado.","Sabara, MG",pt
Praça Minas Gerais,6854713,atracao-review,Traveler380300,2019-01-04,2019-01-04,5.0,Destaque turístico,"Duas igrejas seculares e no meio da praça, um pelourinho, é uma praça que carrega muita fé e dor, vale a pena visitar.",indef,pt
Praça Minas Gerais,6854713,atracao-review,laerciooramos,2019-01-04,2019-01-04,4.0,Importância histórica,"Realmente o que importa é o conceito histórico, as obras da arquitetura que remontam uma importante página de nossa história. As igrejas e o casario valem muito a pena, sobretudo para aqueles que usam a imaginação para tentar trazer na memória aquilo que aprendemos nos livros de história. Mas, infelizmente está muito abandonado, degradado, etc. As autoridades não estão nem aí, mas isso é uma realidade nacional. Não deixem de visitar e tentar entender um pouco de nossa história. A vantagem de conhecer o casario de Mariana é que as ladeiras são menores que as de Ouro Preto.","São Roque, SP",pt
Praça Minas Gerais,6854713,atracao-review,Pri1502,2019-01-04,2018-12-04,5.0,Impressiona pelos detalhes,"Com duas igrejas rivais, a Praça Minas Gerais impressiona pela riqueza de detalhes arquitetônicos e históricos. Interessante que esta visita seja guiada para que nenhum detalhe histórico seja perdido.","Ribeirão Preto, SP",pt
Praça Minas Gerais,6854713,atracao-review,FernandoGDMV,2019-01-04,2019-01-04,5.0,Ponto mais importante de Mariana ,"A praça de Minas Gerais foi classificado como um dos 7 belezas da Estrada Real

Tem duas igrejas, sendo que uma está fechada para restauração

Tem também a Câmera dos Vereadores

E na frente um pelourinho , local onde os escravos eram punidos em praça pública","São Paulo, SP",pt
Praça Minas Gerais,6854713,atracao-review,grazielagrs,2019-01-04,2019-01-04,5.0,Lindo conjunto arquitetônico ,"Localidade com conjunto arquitetônico, paisagístico e histórico belíssimo. Formado pelaa casa de Câmara e cadeia, Santuário do Carmo, Igreja de São Francisco","Extrema, MG",pt
Praça Minas Gerais,6854713,atracao-review,thaismomente,2018-12-04,2018-12-04,5.0,Cartão Postal de Mariana!,"Um dos cartões postais de Mariana, vale a pena conhecer e levar toda a família, inclusive as crianças.",indef,pt
Praça Minas Gerais,6854713,atracao-review,heloisa1983,2018-12-04,2018-12-04,5.0,Uma boa vista para o por do sol,"Uma das igrejas da praça está bem conservada, aberta a visitação. A outra, infelizmente, está muito descuidada e nas laterais é possível ver que se não for tomado o devido cuidado, irá se transformar em ruínas em breve. Vale a pena sentar nas escadas da igreja e admirar o por do sol, com tempo, sem pressa! Vale a visitação, sem dúvida!","Mariana, MG",pt
Praça Minas Gerais,6854713,atracao-review,val_1903,2018-12-04,2018-11-04,3.0,"Muito linda, mas abandonada!","As igrejas irmãs são lindas, mas uma está fechada e pelo que se vê por fora, abandonada! É uma pena vê-las tão lindas e pouco valorizadas pelas autoridades. Um cartão postal que era pra ser muito bem cuidado. Com certezas os turistas saem decepcionados com os estados em que as igrejas se encontram. Uma cidade tão linda, pequena, que seria muito visitada se fosse bem cuidada e preparada para receber turistas. Vale a pena a visitar pela história, mas não criem muitas expectativas pq o lugar não valoriza o tesouro que possui.","Fortaleza, CE",pt
Praça Minas Gerais,6854713,atracao-review,wandembergm,2018-12-04,2018-10-04,5.0,Cartão Postal,Muita paisagem em seu redor. Muita beleza. Arquitetura fascinante da época. Vale demais a visita. Um cartão postal,"Petrolina, PE",pt
Praça Minas Gerais,6854713,atracao-review,m_riog709,2018-11-04,2018-11-04,5.0,"Linda paisagem,com muita história.","Não deixem de visitar, mesmo que seja para tirar lindas fotos e certamente conhecer a história do local.","São Paulo, SP",pt
Praça Minas Gerais,6854713,atracao-review,albanov758,2018-11-04,2018-11-04,5.0,Magnifica,Está é uma passeio imperdível em Mariana. Vale a pena sentar nas escadarias de uma das igrejas e contemplar sua quietude e arquitetura e ver as montanhas no entorno da cidade.,"Divinópolis, MG",pt
Praça Minas Gerais,6854713,atracao-review,eliasabdallahjra,2018-11-04,2018-11-04,5.0,Simplesmente Lindo,"Local Histórico, maravilhoso para se visitar. As igrejas são lindas e oferecem uma viagem ao passado.","Belo Horizonte, MG",pt
Praça Minas Gerais,6854713,atracao-review,wendersonmf,2018-11-04,2018-11-04,5.0,Cartão postal de Minas,"A praça Minas Gerais é um dos cartões postais de Minas Gerais. As duas igrejas lado a lado são muito bonitas, além do prédio da câmara que vale a pena conhecer.","Itabirito, MG",pt
Praça Minas Gerais,6854713,atracao-review,DrikaE,2018-10-04,2018-10-04,3.0,Conjunto arquitetônico,"O conjunto arquitetônico é muito bonito. No entanto a impressão é de esquecimento, abandono. Uma das igrejas está fechada para reforma há 8 anos e sem previsão de abertura. A outra sinceramente não vale a visita. A câmara e cadeia não tem o que ver. A história por trás de duas igrejas lado a lado é por disputa de poder...","Brasília, DF",pt
Praça Minas Gerais,6854713,atracao-review,MariaHelenaLago,2018-10-04,2018-10-04,1.0,Abandono ,"A praça está abandonada... uma das igrejas está fechada para restauração há 5 anos... a outra precisou ser reconstruída por conta de um incêndio que ocorreu em 1999. A casa de câmara e cadeia então nem se fala, está as traças... infiltração por toda parte, parte do teto caindo...","Palmas, PR",pt
Praça Minas Gerais,6854713,atracao-review,mariegger,2018-10-04,2018-10-04,5.0,Igrejas e canara,"Lindas construções, a câmara é uma das igrejas foram reformadas mas não perderam o charme. Pudemos entrar na igreja reformada que é linda por dentro também. O mais antiga estava fechada.","Florianópolis, SC",pt
Praça Minas Gerais,6854713,atracao-review,mariabetaniac2013,2018-10-04,2018-09-04,4.0,Curiosidades,"O local é bonito e intrigante devido ter uma igreja próxima a outra, suas arquiteturas são muito bonitas, la também tem um pelourinho original.","Recife, PE",pt
Praça Minas Gerais,6854713,atracao-review,eduard0dias,2018-10-04,2018-10-04,3.0,Lugar comum,"Apesar de ter uma grande importância histórica, de ter 3 prédios importantes, a praça em si não tem nada de fantástico. É apenas um espaço aberto e gramado.","Belo Horizonte, MG",pt
Praça Minas Gerais,6854713,atracao-review,gabrielacrc93,2018-10-04,2018-10-04,5.0,Muito bom,"Passeio muito interessante, diferente, vale muito a pena fazê-lo. O preço pode ser um pouco alto (R$ 88 a inteira), mas com certeza são poucos lugares que te dão a oportunidade de vivenciar uma experiência como essa. Lindíssimo lago cristalino ao final da mina.","Rio de Janeiro, RJ",pt
Praça Minas Gerais,6854713,atracao-review,JROtoboni,2018-09-04,2018-09-04,3.0,Vale pela fotografia,"Vale pelo inusitado de duas Igrejas vizinhas, mas uma fechada para visitação há anos, e a outra bonita e com história, mas nada que justifique o deslocamento. O pelourinho é como os demais, e a outra construção, onde funciona a câmara dos vereadores parece bastante modificada com reformas.","Marília, São Paulo, Brazil",pt
Praça Minas Gerais,6854713,atracao-review,antonioflaviovaz,2018-09-04,2018-08-04,5.0,Linda e deslumbrante como sempre,"Com certeza é o melhor local a se visitar em Mariana. É linda! A praça, as duas igrejas, pelourinho e a casa de câmara. De uma vez só você conhecerá os principais pontos turísticos da Cidade.","Belo Horizonte, MG",pt
Praça Minas Gerais,6854713,atracao-review,900rodolfoa,2018-09-04,2018-09-04,5.0,LINDA,"As duas igrejas ficam praticamente coladas rsrs vale a visita.

Me siga no Instagram: @blogdeumsonhador","Rio das Ostras, RJ",pt
Praça Minas Gerais,6854713,atracao-review,FLAVIOGCAMPOS,2018-09-04,2017-10-04,4.0,Tour rápido pela história de minas,"Em pouco tempo em Mariana pude desfrutar de um passeio rápido pelas igrejas históricas, vale a pena pois estão todas muito próximas uma das outras.","São José dos Campos, SP",pt
Praça Minas Gerais,6854713,atracao-review,macarvalho73,2018-08-04,2017-12-04,4.0,Cartão postal de Mariana,"O que mais me chamou atenção na Praça Minas Gerais, além de o fato de haver 2 igrejas praticamente lado a lado, foi a presença de um pelourinho.
Intrigante pensar que, no mesmo local em que as pessoas iam fazer suas orações, os escravos eram açoitados.
Uma pena a igreja de São Francisco estar fechada por má conservação. A a de Nossa Senhora do Carmo estava sendo restaurada quando fomos.","Cruzeiro, SP",pt
Praça Minas Gerais,6854713,atracao-review,amandafA5896ZC,2018-08-04,2018-08-04,5.0,Linda paisagem,"Centro histórico com belas paisagens para registro em fotos, com igrejas antigas e abertas para visitação.","Belo Horizonte, Brasil",pt
Praça Minas Gerais,6854713,atracao-review,gegePeruibe,2018-08-04,2018-08-04,4.0,Praça Minas Gerais,"Praça com várias atrações turísticas no Centro Histórico da cidade a Igreja do Carmo ( aberta para visitação) essa era a Igreja dos Comerciantes, e do outro lado a Igreja de São Francisco de Assis, ainda tem a antiga Cadeia e no centro da Praça, o Pelourinho..","Peruíbe, SP",pt
Praça Minas Gerais,6854713,atracao-review,lbaraus,2018-08-04,2018-08-04,5.0,Bela paisagem,O local possui as chamadas de igrejas irmãs de Mariana (infelizmente uma delas está fechada a três anos) e em frente a casa da câmara (ainda utilizada pelos vereadores) e antiga cadeia. O local rende belas fotos e vale a pena conhecer.,"Curitiba, PR",pt
Praça Minas Gerais,6854713,atracao-review,mlribeiro,2018-08-04,2018-07-04,4.0,Mariana  e suas igrejas,"Não deu para visitar o interior das igrejas em Mariana. Algumas sendo restauradas. Outras em que houve um sinistro, incêndio no interior.","Presidente Prudente, SP",pt
Praça Minas Gerais,6854713,atracao-review,430gustavop,2018-08-04,2018-07-04,4.0,Imagem típica,"Esta praça tem a imagem típica de Mariana, com as duas igrejas lado a lado e a antiga cadeia em frente. Lugar para boas fotos, anda demais além do pelourinho.","Porto Alegre, RS",pt
Praça Minas Gerais,6854713,atracao-review,NaraS178,2018-08-04,2018-08-04,5.0,Cutura e beleza,"A praça é um lugar central em Mariana, onde guarda muitas histórias da cidade. No local tinha um guia que me explicou várias coisas sobre a cidade, e isso sem custo algum. Passar por Mariana e não conhecer a praça onde temos a Igreja de São Francisco de Assis e do Carmo e o Pelourinho será uma enorme perda cultural.",Minas Gerais,pt
Praça Minas Gerais,6854713,atracao-review,Thamirestds,2018-08-04,2018-08-04,5.0,Muito simpática ,"Praça muito bonita, sem muitas opções, porém rende boas fotos e boa reflexão ao nosso passado, fale a pena!","Barbacena, MG",pt
Praça Minas Gerais,6854713,atracao-review,JuliaMonne,2018-07-04,2018-07-04,4.0,Cenário lindo...,"A praça em si não tem nada demais, mas ela fica rodeada de uma arquitetura belíssima que faz parecer que estamos em um cenário de filme.","Niterói, RJ",pt
Praça Minas Gerais,6854713,atracao-review,luizfernandoo452,2018-07-04,2018-07-04,5.0,Belíssima,"Passeio muito agradável em Mariana. A praça Minas Gerais é bela por reunir três grandes construções de valor: a Casa de Câmara e Cadeia, onde ainda funciona a Câmara de vereadores; a igreja do Carmo e a Igreja de São Francisco. Interessante é ir com um guia para que explique a disputa entre franciscanos e carmelitas no contexto do século XVIII.",indef,pt
Praça Minas Gerais,6854713,atracao-review,xis2s,2018-07-04,2018-07-04,5.0,uma das vistas mais lindas do mundo,"Pelo que sei,uma igreja barroca construida assim,uma ao lado da outra, não se repete em nenhuma cidade do mundo.","Mariana, MG",pt
Praça Minas Gerais,6854713,atracao-review,AntonioBarbosa,2018-07-04,2018-07-04,5.0,Filme,"Lugar parece cenário de filme/novela. É inacreditável estar diante de 2 obras de tamanha importância e riqueza cultura. Alheio à religião, vale fotos e filmagens para registrar a história; se possível, acessar o interior da igreja e conferir o altar e demais ícones do prédio. É fascinante! Ao contrário de Ouro Preto, não tem q gastar (rs).",Sinop,pt
Praça Minas Gerais,6854713,atracao-review,N4284NUpatricias,2018-07-04,2018-07-04,5.0,História e Cultura! ,"Ali estão as igrejas de São Francisco e Nossa Senhora do Carmo, construídas muito próximas.
Em frente à igreja de São Francisco está o Pelourinho e, do outro lado da rua, a Casa de Câmara e Cadeia.
Lembrando sempre que Mariana foi: a primeira vila/cidade e posteriormente, primeira capital da província de Minas Gerais. ♡♡♡","Paraty, RJ",pt
Praça Minas Gerais,6854713,atracao-review,anacarolinaa732,2018-07-04,2018-07-04,5.0,Passeio imperdível,Parada obrigatória em Mariana. Nela estão situadas as igrejas gêmeas: São Francisco de Assis e Nossa Senhora do Carmo.,"Natal, RN",pt
Praça Minas Gerais,6854713,atracao-review,claudiaizabellat2017,2018-06-04,2018-06-04,2.0,Falta organização do poder publico,"Fomos a Mariana num final de semana em que estava acontecendo um torneio de bicicleta. o centro histórico da cidade estava todo fechado, muitos fios nas calçadas, muito baralho, uma confusão terrível. Não conseguimos passear peal cidade haja vista a grande bagunça.",indef,pt
Praça Minas Gerais,6854713,atracao-review,NadjaMDantas,2018-05-04,2018-05-04,5.0,Lugar Lindo!,O centro histórico de Mariana é lindo demais da conta. Fiz um bate e volta de Ouro Preto a Mariana e amei!,"Natal, RN",pt
Praça Minas Gerais,6854713,atracao-review,taisaq2018,2018-05-04,2017-11-04,5.0,Maravilhoso,"Mariana é um lugar calmo, e a praça de Minas Gerais é linda e vale muito a pena conhecer e admirar esses dois projetos e tirar muitas fotos bonitas.","Belo Horizonte, MG",pt
Praça Minas Gerais,6854713,atracao-review,coantoniocarlos,2018-05-04,2018-05-04,5.0,Aqui nasceu Minas Gerais!,"Cartão postal de Minas Gerais! Aqui nasceu nossa Minas! Ladeada por duas belíssimas igrejas e a primeira Câmara Municipal! Em noites de lua cheia, um espetáculo!","Mariana, MG",pt
Praça Minas Gerais,6854713,atracao-review,diegos25,2018-05-04,2018-04-04,5.0,Nascimento de Minas Gerais,Muito interessante estar no lugar onde nasceu Minas Gerais. História riquíssima e com muitas curiosidades.,"Vila Velha, ES",pt
Praça Minas Gerais,6854713,atracao-review,marconigui,2018-04-04,2018-04-04,3.0,Ok,"Duas igrejas, um pelourinho e um Museu onde era o prédio da Câmara e uma prisão. Não gasta tempo e não há nada de diferente a não ser o fato das duas igrejas estarem próximas. Quando visitei as igrejas estavam fechadas.","São Paulo, SP",pt
Praça Minas Gerais,6854713,atracao-review,Andriele2016,2018-04-04,2018-04-04,5.0,Lindo,A praça é sensacional. Além das duas Igrejas ainda tem a antiga cadeia que hoje é a Câmara na mesma praça. Lindo demais. O único detalhe é que uma das Igrejas está fechada para restauração,"Palmas, TO",pt
Praça Minas Gerais,6854713,atracao-review,492marisag,2018-04-04,2018-04-04,5.0,Imperdível porém decepcionante,"De cair o queixo logo quando se chega na praça. Mas completamente absurdo que uma das principais igrejas se não a principal estar fechada há anos e a restauração nem começou. Restauro é feito no mundo todo e entendemos que frustração por passar por isso, sair de longe para encontrar algo fechado aconteça, PORÉM, algo fechado há mais de 5 anos sem previsão de início é uma falta de respeito.","São Paulo, SP",pt
