estabelecimento,estabelecimento_id,estabelecimento_tipo,usuario,data_avaliacao,data_estadia,nota,titulo,conteudo,tipo_viagem,origem,idioma
Pousada Da Chácara,2657294,hotel-review,TalitaAkemi,2015-10-03,2015-10-03,4.0,A natureza reina nesta pousada,"Ficamos dois dias na pousada e foi muito divertido! Adorei o quarto que ficamos, pois estávamos com nossa cachorra e havia uma sacada com portãozinho e tudo para que ela ficasse observando o movimento da pousada. O quarto e o banheiro era bem espaçoso e bem limpo. Os donos da pousada nos atenderam muito bem assim como os quatro cachorros deles, eram muito fofos! A minha que não era muito amigável, rsrsrs, mas depois do primeiro contato se acostumou com eles. O café da manhã era bom e o espaço verde da pousada era enorme em muito bem cuidado, nossa cachorra pode correr e explorar toda a pousada, até correu atrás de umas galinhas, o que foi bem divertido. Quem tem cachorro e gosta de viajar com ele é uma ótima opção, pois eu sei bem como é difícil achar lugares que aceitam cães e que tenham espaço para eles correrem e se divertirem.",Viajou com a família,"São Paulo, SP",pt
Pousada Da Chácara,2657294,hotel-review,ivanifrnc,2015-07-03,2015-07-03,5.0,Excelente,"Pousada excelente. Atendimento ótimo, café da manhã muito bom. As instalações são muito boas. A propretária é muito simpática e faz tudo para agradar os hóspedes
O jardim é muito bem cuidado. Fica bem próximo ao centro da cidade.",indef,"Campos do Jordão, SP",pt
Pousada Da Chácara,2657294,hotel-review,787mariamarta,2015-07-03,2015-07-03,5.0,Uma festa  realizada no local e a satisfação,"Por morar numa cidade próximo a Mariana escolhi a pousada pra Chácara pra realizar uma festa de 60 anos do meu Marido.
Optamos pelo locar por ser de fácil acesso, próximo ao aeroporto de confins, onde recebemos muitos amigos de outros, Estados e até de outros países.
A Localização privilégiada, dentro da cidade onde tudo se torna mais fácil.
Quero agradecer e parabenizar toda a equipe de funcionários pelo carinho e dedicação e profissionalismo e esforços pra realização da festa.
Agradecer em especial a Maria Amélia uma guerreira, sempre na liderança e comandando toda sua equipe.
Um agradecimento especial a Elisângela responsável pelas reservas e recepção pelo carinho, Paciência e trabalho realizado com exato e muito sucesso.
Parabéns a todos e meu muito obrigada!",Viajou com amigos,"Nova Ponte, MG",pt
Pousada Da Chácara,2657294,hotel-review,692carolinas,2015-05-03,2015-04-03,5.0,excelente,"Antes de escolher essa pousada, pesquisei as avaliações e encontrei comentarios individuais que não formam opinião. Fiquei hospedada no feriado de abril e o que tenho para falar: (1) donos incrivelmentes simpáticos e prestativos, (2) higiene impecável, (3) ótima localização para quem estiver de carro, ja que esse tipo de passeio pelas cidades históricas requer carro para fazer, (4) ótimo café da manhã, (5) os donos criam animais como cachorro e que não fazem mal e nem incomodam, só basta gostar para concordar com minha opinião.",Viajou com a família,"Jundiaí, SP",pt
Pousada Da Chácara,2657294,hotel-review,Valrelu,2015-04-03,2015-04-03,4.0,Limpo e aconchegante,"Passei o último feriadão de Tiradentes em um quarto quádruplo super confortável colchão novo, suite reformada, limpa, armário enorme e banheiro limpo.
A d Maria Amélia é um amor!!!! Cuidou da gente que nem mãe, super atenciosa. A propriedade é linda e os cães super mansos e amáveis.
Só tenho que agradecer tamanho acolhimento. Recomendadisimo!!!!!",Viajou com a família,"Rio de Janeiro, RJ",pt
Pousada Da Chácara,2657294,hotel-review,marianab262,2015-04-03,2015-04-03,1.0,Não sabem receber hóspedes ,"Primeiramente, não levem seus cachorros! A dona da pousada possui 4 cachorros não adestrados que não sabem conviver com outros cachorros, eles ficam soltos o tempo todo na pousada. Para que eu pudesse passear com o meu, eu tinha que pedir para ela prender os dela, o que nem sempre acontecia, assim o meu cachorro foi quase atacado duas vezes pelos cachorros dela. A piscina é muito suja e os cachorros bebem água nela. Achamos um rato no ofurô!! O funcionário alertado apenas retirou o animal e não cuidou da higiene da água após o ocorrido!
A dona da pousada não deixa os hóspedes descansar, ligou cedo no quarto para nos acordar para o café da manhã, e em momento nenhum nós pedimos isso a ela! Toda vez que estávamos nas áreas de lazer ela vinha atrás ou ficava vigiando de longe (e quando vinha, estava sempre acompanhada dos cachorros dela, fazendo com que eu tivesse que prender o meu no quarto).
O café da manhã é sem variedade e sem qualidade!
Os quartos da ala azul são minúsculos e a porta do banheiro não fecha!
As galinhas soltas na pousada fazem muito barulho por volta das 7 da manhã, acordando as pessoas!
Eles não estão preparados para receber hóspedes, e o preço não é justo para o que eles oferecem!",Viajou em casal,"Belo Horizonte, MG",pt
Pousada Da Chácara,2657294,hotel-review,MaraRubia_13,2015-03-03,2014-05-03,5.0,"Incrível tanto para passear a dois, quanto para viagem com crianças!",O local tem um amplo espaço externo com boas opções para várias idades e interesses. A qualidade das instalações dos quarto e o nível de conforto ficou ainda melhor do que antes. Os funcionários são muito atenciosos e o café da manhã é uma indecência para qualquer dieta: adoro esse lugar!,indef,"Poá, SP",pt
Pousada Da Chácara,2657294,hotel-review,776isisg,2015-02-03,2015-02-03,2.0,muito calor,"Esta pousada tem quartos pequenos, pelo menos na ala azul aonde ficamos, pouco arejados, nos quais o sol bate a tarde toda, mal conservados ( a pia do banheiro estava quebrada, banheiro por sinal muito pequeno) A televisão é muito baixa, só sendo possível assisti-la sentado na cama, deitado nem pensar! O café da manhã é sem variedades. A piscina é pequena. Mas os proprietários e os funcionários são pessoas bem simpáticas. Não vale o preço cobrado.",Viajou em casal,"Rio de Janeiro, RJ",pt
Pousada Da Chácara,2657294,hotel-review,celsocrivano,2015-02-03,2015-02-03,2.0,Ainda bem que precisamos sair mais cedo...,"Completamente diferente do site. Os apartamentos da ala azul são mínimos, muito abafados. O que ficamos, o nº 4, está com a pia do banheiro rachada, a descarga não funciona direito e a porta de correr que separa o quarto do minúsculo banheiro, não está presa aos trilhos. O café da manhã não é bom: os pães franceses dormidos e os frios de paladar duvidoso. Os brioches estavam bons. Os proprietários e a funcionária Elisângela, foram bastante atenciosos e prestativos. A limpeza da pequena piscina deixava a desejar. Tivemos um imprevisto profissional e deixamos a pousada antes do previsto. Ainda bem...",Viajou em casal,"Rio de Janeiro, RJ",pt
Pousada Da Chácara,2657294,hotel-review,PauloFCP,2015-02-03,2015-02-03,5.0,Muito bom para quem leva cachorro,"Jardins bem cuidados, fácil estacionamento, local rustico, acolhedor, quartos funcionais, bem decorados, com simplicidade, mas bom gosto, uma internet rápida nos quartos, com toda a infraestrutura bem cuidada, com uma boa manutenção e limpeza. O café da manhã é bem completo. Aceitam cachorros, na própria pensão têm outros cachorros circulando pelo jardim. Sente-se um ambiente familiar, com uma boa relação custo-benefício.",Viajou em casal,"São Paulo, SP",pt
Pousada Da Chácara,2657294,hotel-review,FlavioMMatos,2015-01-03,2014-05-03,4.0,Calma e tranquila,"Fica um pouco fora do centro histórico, mas compensa pra quem vai de carro. Pois são muito atenciosos e fornecem todas as informações nessessarias pra conhecer a cidade e seus pontos históricos, quartos bons e confortáveis.",Viajou com a família,"Belo Horizonte, MG",pt
Pousada Da Chácara,2657294,hotel-review,682ans,2015-01-03,2014-10-03,4.0,Muito tranquila,"Muito bom para descansar, pois tem uma área grande e fica retirado do centro da cidade, apesar de bem perto do centro. Seria excelente, se não fossem as cortinas, que atacaram a minha alergia durante a estadia.",indef,"Viçosa, MG",pt
Pousada Da Chácara,2657294,hotel-review,luciah264,2015-01-03,2015-01-03,4.0,Muito bom,"Trabalho em hotel, em Belo Horizonte, e como qualquer cidadao que está em ferias e tem filhos quer mesmo é descansar da correria do dia a dia, achei a Pousada da Chacara pelo site, e quando chegamos gostei muito do que vi, porque Da. Maria Amelia a proprietária, é muito exigente com limpeza e manutenção da pousada. Acho que tem de ser assim mesmo, gostei muito do atendimento dos funcionarios em geral, os cães apesar de não gostar de cachorros, nao me incomodaram de forma alguma, sempre na deles, fizemos um churrasco na area propria e nos deram o maior apoio no que precisavamos, mas os animais nao nos incomodaram de forma alguma, o restaurante é arejado, muito limpo, os quartos, as areas externas limpas tambem. Tem uma sala de leitura ótima, silenciosa e sossegada. Voltarei e até ja bloqueei 10 apartamentos para comemorar meu aniversario la com amigos... Parabens a todos!",Viajou com a família,"Belo Horizonte, MG",pt
Pousada Da Chácara,2657294,hotel-review,ReinaldoRachid,2015-01-03,2015-01-03,3.0,Melhorar o Foco no Cliente,"A pousada fica fora do centro histórico, mas a uma curta distância de carro. A piscina é muito boa. Bom café da manhã, diversificado. A cama é boa. Por causa da falta de funcionários, o café da manhã se encerra às 9:30 e o check out às 11hs da manhã. Outro problema é a falta de um restaurante, o que faz necessariamente o hóspede ter que ir ao centro histórico para ter suas refeições. Se você não estiver de carro, não se hóspede aqui.",Viajou com amigos,"Rio de Janeiro, RJ",pt
Pousada Da Chácara,2657294,hotel-review,Poncieri,2014-09-03,2014-05-03,5.0,Ótima,"Caso não tenha opção em Ouro Preto, me hospedei em Mariana e não me arrependi com essa pousada com ótimo café da manhã e quartos muito bem cuidado. Atendimento e espeço de piscina perfeito para reunir com a uma turma para conversar. Ótima para se hospedar em casal ou com amigos.",Viajou com a família,"Vitória, ES",pt
Pousada Da Chácara,2657294,hotel-review,JULIANOSILVA3,2014-07-03,2014-04-03,4.0,Muito aconchegante e tranquila!!,"O local é lindo, mas um pouco difícil de chegar, mas a tranquilidade compensa, muito aconchegante o quarto, o café da manhã é bem sortido, faltou apenas o pão de queijo, imagina café da manhã em Minas sem pão de queijo.",Viajou em casal,"Itabuna, BA",pt
Pousada Da Chácara,2657294,hotel-review,marc_li0f,2014-07-03,2013-12-03,3.0,Afastada do Centro,"A pousada é razoável, tem muito verde, espaços, animais, as galinhas ficam soltas pelo estacionamento para quem gosta é legal, parece um sítio. Fica um pouco afastada do centro da cidade, mas para quem está de carro não é problemas, pois não é tão longe, as vezes o que dá desanimo é sair a noite para comer e quando voltar não achar a vaga boa que estava. Fica muita gente a trabalho hospeda com carros grandes, o que dificulta para estacionar na volta e a iluminação também não é tão boa. Os quartos da Ala rosa são melhores, os da Ala azul eu não gostei. O café da manhã é bem simples e para mim que estava a trabalho começa a servir o café por completo tarde, tinha que tomar o café com o que já tinha lá em quanto eles arrumavam. O serviço de lavanderia tem o preço bom em relação aos outros hotéis que fiquei. Para quem curte ficar um pouco mais afastado da muvuca e gosta de natureza vale a pena, se ficar na ala rosa, porém é mais caro.",indef,"Belo Horizonte, MG",pt
Pousada Da Chácara,2657294,hotel-review,Van_Maccari,2014-04-03,2014-03-03,1.0,NUNCA MAIS!,"Escolhi essa pousada por tudo que li a respeito dela, com relação à simpatia, acolhimento e etc. Mas com um detalhe muito, muito importante pra mim: estava viajando com meu marido e meu filho de 4 patas, um shih tzu e tudo que vi no site da pousada falava do ótimo espaço e acolhimento que seria dado ao meu pequeno.
Passaríamos duas noites na pousada mas acabamos ficando apenas uma noite, pois foi impossível andar com meu cachorro pela pousada. Eles têm cachorros lá e uma (que parece ser labradora) enorme não tem a menor noção de convívio com outro animal de fora! Ela pisoteou nosso cachorro, agarrou, machucou e eu e meu marido, tentando afastá-la dele, fomos machucados também por ela, que pulou em nossas costas e cintura por trás, arranhando e machucando não só ao meu filhote, mas a mim e ao meu marido também. E enquanto éramos atacados, todos ficaram olhando e NÃO INTERVIRAM!!! Não é culpa da cachorra, pois a raça é brincalhona e não tem noção que com seu tamanho pode machucar outros animais pequenos e até pessoas. Definitivamente não indico a pessoas que estejam com animais de estimação ou crianças pequenas, pq se ela conseguiu machucar dois adultos, imagino uma criança! UM ABSURDO!
Pra ajudar, estavam em reforma, ouvíamos batidas de martelo e quebra quebra o dia todo, a piscina não possuía condição de utilização (estava suja) e o café ficou devendo bastante.
Nunca, nunca, nunca, nunca mais! Trabalho viajando há muitos anos e nunca fiquei em um lugar em que me estressei como lá. Fomos embora sem praticamente conhecer a cidade, porque meu filhote é muito mais importante e o coitado se escondia embaixo da cama tremendo depois do que passou. Lamentável.
O feed back que recebemos? Que durante a reforma foi destruído o canil da cachorra e ela não tinha onde ficar. Nem um pedido de desculpas, nem um questionamento a respeito de como nós ou nosso filhote estávamos, nada. Descaso total.",Viajou com a família,"Sumaré, SP",pt
Pousada Da Chácara,2657294,hotel-review,Adrianajc,2013-11-03,2013-04-03,5.0,Me senti em casa,"A dona da pousada é uma simpatia. Os quartos muito confortáveis, decoração, limpeza nota 10. Valeu a pena escolher uma pousada um pouco distante do centro histórico mas tranqüila e moderna. Ela tem vários animais, um parquinho para crianças pequenas. Alem da piscina que nao deu para usar porque choveu e esfriou durante os dias que estivemos em Mariana.",Viajou com a família,"São Paulo, SP",pt
Pousada Da Chácara,2657294,hotel-review,Carol-pedra,2013-10-03,2013-09-03,4.0,Final de semana especial,"Pousada tranquila e bem agradável. Quarto amplo, bem ventilado e aconchegante. A localização não é muito central não sendo muito recomendado pra quem esta sem veiculo próprio. O local tem playground par a as crianças e uma piscina muito boa. O café da manhã é simples e gostoso.",Viajou em casal,"Belo Horizonte, MG",pt
Pousada Da Chácara,2657294,hotel-review,janesandre,2013-10-03,2013-09-03,4.0,Pode melhorar a limpeza dos quartos e banheiro.,indef,indef,"Rio de Janeiro, RJ",de
Pousada Da Chácara,2657294,hotel-review,adrianom207,2013-09-03,2013-09-03,4.0,Pousada agrádavel,"Pousada com boas instalações e boa localização de difícil acesso.os quartos são bons e limpos e o é ambiente familiar, o café da manhã é sortido e suficiente, sem luxos e exageros. a ´piscina é ótima e há instalações para crianças.",indef,"São Paulo, SP",pt
Pousada Da Chácara,2657294,hotel-review,Mariana_Rabay,2013-09-03,2012-10-03,4.0,"Boa pousada, mas a localização não é das melhores","A pousada é boa, tranquila, com amplo estacionamento. Os donos são atenciosos, indicaram alguns restaurantes para nós. O quarto é bom, pequeno e simples. O café-da-manhã é razoável. Só achei a pousada um pouco longe e nos perdemos para achá-la (a região, de fato, é um pouco estranha).",Viajou em casal,"São Paulo, SP",pt
Pousada Da Chácara,2657294,hotel-review,S_i397,2013-08-03,2012-09-03,4.0,Bom,"Ambiente agradável e café da manha típico das pousadas de minas gerais
Quarto bem simples e seco mas muito bom.
A parte ruim ficou por conta dos cobertores.
O valor da diaria que é um pouco alto, principalmente se levar em conta somente a simplicidade do quarto.",indef,Juiz de Fora,pt
Pousada Da Chácara,2657294,hotel-review,Lygiafirmani,2013-07-03,2013-07-03,3.0,Limpeza não é o forte,"O quarto é escuro, a limpeza deixa a desejar - encontrei varias traças... Os cães dos proprietários ficam soltos.... O local é bonito, mas a vizibhança estranha.... A janela do quarto não tranca. Já fiquei em locais bem melhores pelo mesmo preço, então é caro.",indef,indef,pt
Pousada Da Chácara,2657294,hotel-review,meiret,2013-07-03,2013-07-03,5.0,Maravilhosa,"Eu e minha família adoramos a pousada, ela é bem localizada, limpa, serve um delicioso lanche da manhã, fomos também atendidos por pessoas bem simpaticas.
A cidade é maravilhosa e bem tranquila.
Pretendemos voltar e indicar para os amigos .

meire",Viajou com a família,"São Vicente, SP",pt
Pousada Da Chácara,2657294,hotel-review,carinabortolini,2012-08-03,2012-06-03,4.0,Bom custo benefício,"O lugar é agradável e as pessoas são gentis. Boa localização e acomodação razoável, um pouco mal conservada. Há brinquedos para as crianças e um gostoso café da manhã. Para quem quer conhecer a região, é uma boa opção com bom custo benefício.",indef,"Belo Horizonte, MG",pt
Pousada Da Chácara,2657294,hotel-review,BoisGentil,2014-04-03,2014-04-03,1.0,Proprietário Racista,"Cheguei com quatro amigos em torno de 8 h em Abril 19o. Fizemos uma reserva para quatro, um de nós tinham aderido ao plano mais tarde no jogo. A ideia era ver se por alguma chance um terceiro quarto estava disponível, já que tínhamos reservado duas camas de casal. O proprietário, Ana D. Amélia, olhou para o grupo, quatro brancos e um negro, e disse que ela tinha um quarto para quatro. Então, apontando para o preto, ela disse, não. Ela nunca reconheceu mesmo reconheceu a presença da pessoa.
Os quartos em que nos hospedamos, o último a ser preenchido, tinha o cheiro de esgoto até que tinha tomado chuveiros.
Fique longe deste lugar.",Viajou com amigos,Rio de Janeiro,pt
Pousada Da Chácara,2657294,hotel-review,BoisGentil,2014-04-03,2014-04-03,1.0,Racist owner,"I arrived with four friends at around 8 p.m. on April 19th. We had a reservation for four, one of us had joined the plan late in the game. The idea was to see if by some chance a third room was available, as we had reserved two doubles. The owner, Ana Amélia, looked at the group, four whites and one black, and said she had room for four. Then, pointing to the one black member, she said, not you. She never acknowledged even acknowledged the person's presence.
The rooms we stayed in, the last to be filled, had the smell of sewage until we had taken showers.
Stay away from this place.",with friends,Rio de Janeiro,en
Recanto Águas de Minas,6219588,hotel-review,347daianaq,2019-09-03,2019-09-03,5.0,Iria Bike 2019,"Me senti em casa! Sempre que eu visitar Mariana / Ouro Preto já sei o lugar onde vou me hospedar.
Boa localização esta bem no meio de Mariana e Ouro Preto
Café da manhã delícia
Quartos e área externa limpinho
A piscina água maravilhosa
Me apaixonei por este lugar!",Viajou com a família,"Indaial, SC",pt
Recanto Águas de Minas,6219588,hotel-review,alessandroaC104OC,2019-07-03,2019-07-03,5.0,Em casa!!,"Não temos como descrever o ótimo atendimento que recebemos na pousada pelo Sr. Alessandry e toda sua família,a dedicação e o conhecimento a respeito da região tudo perfeito! Quarto excelente! café da manha fantástico, decoração muito bem feita, recomendamos e com certeza voltando a Mariana / Ouro Preto, nos hospedaremos la novamente.",Viajou em casal,"Divinópolis, MG",pt
Recanto Águas de Minas,6219588,hotel-review,Passenger364490,2018-07-03,2018-07-03,5.0,Simplesmente PERFEITA!!!,"Pensa num lugar lindo, cheio de detalhes em cada canto,com tudo novo, limpíssimo, cheiroso, café da manhã delicioso. Some com a simpatia e a dedicação impecável dos donos Alesaandry e Lu, além do detalhe do trem que faz Mariana/Ouro Preto passando no quintal da Pousada e você terá com certeza escolhido a MELHOR POUSADA de Mariana!!!",Viajou com a família,indef,pt
Recanto Águas de Minas,6219588,hotel-review,MSDC_84,2018-06-03,2018-06-03,5.0,Perfeita,"Pousada aconchegante com decoração encantadora, tudo muito limpo, novo, confortável e organizado. Recepção e café da manhã tbm excelentes. Donos muito solícitos, amamos nossa estadia, nota 10 para todos os quesitos!",Viajou em casal,indef,pt
Recanto Águas de Minas,6219588,hotel-review,LeandroCosta1979,2017-09-03,2017-09-03,5.0,Recomendo!,"Excelente Pousada, nova, limpa, roupa de cama nova e de qualidade, quartos espaçosos, bem decorada. excelente atendimento do casal de proprietários e funcionários! O café da manhã também é muito bom! E o preço excelente!",Viajou em casal,indef,pt
