estabelecimento,estabelecimento_id,estabelecimento_tipo,usuario,data_avaliacao,data_visita,nota,titulo,conteudo,origem,idioma
Parque Estadual do Biribiri,4475315,atracao-review,isiscassis,2020-04-27,2020-01-27,5.0,"Um paraíso, muito sossego e natureza!","O parque é lindo, as cachoeiras acessíveis e muito boas para quem vai com criança.
A vila de biri biri está passando por algumas melhorias, sinto falta de mais um restaurante, só possui dois, e o cardápio poderia ter mais variedades.",indef,pt
Parque Estadual do Biribiri,4475315,atracao-review,tomomid630,2020-03-27,2020-02-27,5.0,Excelente,"Bem próximo ao Centro de Diamantina, com entrada gratuita. Possui duas cachoeiras de fácil acesso e alguns poços. No seu interior tem a Vila Biribiri, na qual é cobrado um custo para ingresso, com dois restaurantes.",Rio de Janeiro,pt
Parque Estadual do Biribiri,4475315,atracao-review,anesanches,2020-03-27,2019-08-27,4.0,Beleza incomparável!,"O Parque Estadual possui a cachoeira dos Cristais, cachoeira da Sentinela, o rio Biribiri e rio Pinheiros. As cachoeiras são acessadas por trilhas fáceis e bem sinalizadas. A sinalização para a entrada do Parque não é muito clara e o GPS não ajuda em nada devido a extensão do Parque. Apesar da beleza não existe estrutura de apoio ao visitante, tais como, banheiros e lanchonetes. Então se for passar o dia, vá preparado. O acesso é gratuito, aas trilhas são sinalizadas, não é preciso contratar guiamento. Não é permitido pescar e acampar.","Brasília, DF",pt
Parque Estadual do Biribiri,4475315,atracao-review,danielbG8817KB,2020-01-27,2020-01-27,5.0,Passeando pelo Biribiri,"Parque com beleza natural fantástica. Águas cor de chá, cachoeiras e formações rochosas variadas. Para quem aprecia minerais é um prato cheio, com Micas, Quartzitos e Quartzos multicoloridos por todo lugar. Próximo a Diamantina é um passeio que recomendo muito.","Novo Hamburgo, RS",pt
Parque Estadual do Biribiri,4475315,atracao-review,RodrigoA587,2020-01-27,2019-12-27,5.0,Local agradável,"Os mapas com GPS podem indicar acesso por caminho errado. O acesso é ainda na cidade, no trevo da saída para o Norte pega-se uma pista de chão bem curta até a entrada do parque. Acesso gratuito. As cachoeiras são legais, assim como a minúscula Vila.","Salvador, BA",pt
Parque Estadual do Biribiri,4475315,atracao-review,luziafreire,2020-01-27,2019-12-27,5.0,as cachoeiras são lindas,"aproveite o dia lá. Use roupas d e banho e almoce na vila de biribiri.
Chegue cedo por que em dias bons todos tem a mesma idéia","Rio de Janeiro, RJ",pt
Parque Estadual do Biribiri,4475315,atracao-review,LeonardoGedraite,2020-01-27,2019-12-27,5.0,"Águas, beleza e um céu espetacular","Ótimas cachoeiras para visitar, algumas de acesso facílimo, um ambiente com uma cenografia linda. Recomendo a visita","Uberlândia, MG",pt
Parque Estadual do Biribiri,4475315,atracao-review,gustav01973,2020-01-27,2019-12-27,5.0,Visita obrigatória para quem vai a Diamantina,"O parque está situado bem próximo da cidade de Diamantina. A paisagem é muito bonita, o parque é bem cuidado e as cachoeiras da Sentinela e dos Cristais são belíssimas. A estrada de terra está razoável, mas não é recomendável para carros muito baixos, pois há alguns trechos em que ela está com muitos buracos.","Belo Horizonte, MG",pt
Parque Estadual do Biribiri,4475315,atracao-review,58camillaw,2020-01-27,2019-12-27,4.0,Férias/Réveillon,"Diamantina é uma cidade charmosa que nos possibilita conhecer/vivenciar aspectos históricos e culturais importantes. Vale muito a pena conhecer! Apesar do nosso interesse, não foi possível visitar todos os museus ( muitos estavam fechados). A casa da Glória foi o que mais nos encantou. Bacana demais! Um destaque especial para Biribiri a típica Vila mineira que encanta a todos pela simplicidade, bulcolismo e formosura. Passamos bons momentos naqueles gramados. As cachoeiras são um espetáculo natural à parte.","Belo Horizonte, MG",pt
Parque Estadual do Biribiri,4475315,atracao-review,klbthedin,2020-01-27,2020-01-27,5.0,Vila tranquila,O caminho até a vila é de estrada de terra com alguns trechos de ponte estreita mas tranquilo de chegar. É uma vila charmosa. Almoçamos no restaurante do Adilson. Preço justo.,indef,pt
Parque Estadual do Biribiri,4475315,atracao-review,rafaelasantos_arq,2020-01-27,2020-01-27,4.0,Bom,"Logo na entrada do parque tem uma pessoa dando informações sobre o caminho a percorrer e as atrações do parque. A estrada de terra está bem ruim, tendo que andar a 10km/h de carro na maior parte do tempo. Muitos buracos. As cachoeiras são bonitas e ótimas para banho inclusive para crianças. Há boatos de que vão começar a cobrar entrada em breve","Perdigão, MG",pt
Parque Estadual do Biribiri,4475315,atracao-review,deageo,2020-01-27,2019-12-27,5.0,Muito bom ,"O parque é maravilhoso, as cachoeiras são ótimas pra se banhar. Apesar da estrada de terra e muito ruim, o final compensa com a charmosa Vila de Biribiri.. recomendo!","Salvador, BA",pt
Parque Estadual do Biribiri,4475315,atracao-review,RicardoH263,2019-12-27,2019-12-27,5.0,Divertido ,"Ótimo ligar para almoçar. Depois, com breve caminhada, aproveitar a cachoeira. Muito bom. De graça a entrada no parque.","Pelotas, RS",pt
Parque Estadual do Biribiri,4475315,atracao-review,santoscasonia,2019-11-27,2019-11-27,3.0,Esperava mais!,Ouvia muito a respeito do Biribiri e fui conferir. Decepcionei-me. As cachoeiras são de difícil acesso e os dois restaurantes que ficam na vila cobram preços bem altos.,"Belo Horizonte, MG",pt
Parque Estadual do Biribiri,4475315,atracao-review,karolinef477,2019-11-27,2019-11-27,5.0,LINDO,"Visitei o parque no dia 10/11/2019, parque muito bem sinalizado, estrada de terra mais estava boa, paisagens linda durante o caminho, cachoeira muito conservadas, águas cristalinas, estão de parabéns, e entrada gratuita.","Sarzedo, MG",pt
Parque Estadual do Biribiri,4475315,atracao-review,394samuelf,2019-10-27,2019-10-27,5.0,A natureza bem cuidada e aberta aos seus amantes,"Muito lindo e acessível o parque, com suas cachoeiras; me chamou a atenção a limpeza dos lugares (apesar dos fumantes que ainda deixam bitucas jogadas), e não há cobrança para entrar nas cachoeiras; muito tranquilo e acolhedor. Que a população e os visitantes respeitem e conservem o lugar.","Goiânia, GO",pt
Parque Estadual do Biribiri,4475315,atracao-review,robertamdnta,2019-09-27,2019-08-27,4.0,Passei no parque,"O parque é lindo!!! Praticamente dentro de Diamantina, muito perto, fácil de encontrar e a estrada de terra apesar das costeletas é larga e estava sem buracos. Tem algumas opções de cachoeira, a água é um pouco gelada, mas é muito boa. E tem a Vila do Biriri, local ótimo para crianças e para almoçar.","Diamantina, MG",pt
Parque Estadual do Biribiri,4475315,atracao-review,milenap902,2019-09-27,2019-09-27,4.0,Lindas cachoeiras e paisagem ,"As cachoeiras (Sentinela e Cristais) são lindas, com águas limpas e muito geladas, o acesso é tranquilo, o carro fica estacionado bem perto do acesso à cachoeira. Ambas possuem lugares rasos e poços mais fundos que permitem nadar. Ideal para dias bem quentes ou para um passeio em meio a natureza linda e particular de Diamantina","Sete Lagoas, MG",pt
Parque Estadual do Biribiri,4475315,atracao-review,fulvian2017,2019-09-27,2019-09-27,5.0,Lindo lugar,Fizemos o passeio com guia local Aguinaldo e gostamos bastante. Visitamos as lindas Cachoeiras e almoçamos no restaurante no biri biri. Recomendo!,"Diamantina, MG",pt
Parque Estadual do Biribiri,4475315,atracao-review,luciliasmartins,2019-09-27,2019-04-27,5.0,Linda!,"Cachoeira limpa e bonita. Fui na semana santa e estava relativamente vazia, consegui aproveitar bastante.Vale a pena visitar!","Divinópolis, MG",it
Parque Estadual do Biribiri,4475315,atracao-review,brotos2015,2019-08-27,2019-07-27,3.0,natureza,"Esperava mais do local. A estrada é de péssima qualidade, muito buraco, poeira não vale a pena conhecer.","Goiânia, GO",pt
Parque Estadual do Biribiri,4475315,atracao-review,rafaelmzo,2019-07-27,2019-07-27,5.0,Lugar de descanso,"Lugar com belas cachoeiras e para descansar e entrar em contato com a natureza. Visitei duas cachoeiras a primeira do Sentinela é linda mas bem pequena e depois a dos Cristais com um poço bem maior. Vale a visita às duas. Depois fui a vila do Biribiri. Onde existem dois Restaurantes o do João Sem Braço que serve comida somente a la carte e mais a frente o do Adailton como comida no fogão a lenha no kilo. Então você faz a melhor escolha. Depois do almoço como é grande o local da você descansar no gramado da vila, bem legal o lugar. Possui estacionamento gratuito.","Belo Horizonte, MG",pt
Parque Estadual do Biribiri,4475315,atracao-review,silmarf2016,2019-07-27,2019-07-27,5.0,Atrações que atendem a todos os públicos!,"O acesso ao parque é bem próximo do centro de Diamantina.
durante o percurso de 12km (estrada de terra transitável até com carro pequeno)até a Vila de Biribiri, passasse por várias cachoeiras e vistas deslumbrantes.
A vila é bonita e totalmente vazia, possui 2 restaurantes.
fomos em um domingo nublado de julho e não aproveitamos as cachoeiras, mas valeu muito a visita para conhecer o lugar e a história dele.","Nova Lima, MG",pt
Parque Estadual do Biribiri,4475315,atracao-review,adenisgeralda,2019-07-27,2019-07-27,5.0,Natureza,"O parque é lindo e possui muitas belas cachoeiras.A água é muito limpa , verdadeiro convite a um mergulho.Pena que estava frio.Os mirantes do parque proporcionam uma belíssima visão da região.","Itaúna, MG",pt
Parque Estadual do Biribiri,4475315,atracao-review,rodrigogC3532QE,2019-07-27,2019-07-27,5.0,Lugar agradável!,"Lugar pitoresco, localizado a aproximadamentre 12km de Diamantina. A estrada de terra não é muito bem conservada, e o acesso não é muito bom. Mas o lugar é bem agradável, com espaço para crianças correrem e brincarem ao ar livre. Alguns restaurantes simples se instalaram no local, oferecendo comida mineira simples. Nada de extraordinário... as cachoeiras são belas e tranquilas para frequentadores que se animam, pois normalmente as águas são geladas. Mas vale a pena conhecer!","Belo Horizonte, MG",pt
Parque Estadual do Biribiri,4475315,atracao-review,MonicaF459,2019-07-27,2019-06-27,5.0,Parque lindo,"Um passeio lindo.
Dia friozinho mas com sol, que deu uma boa esquentada. Vale a pena dar uma passeada.","Rio de Janeiro, RJ",pt
Parque Estadual do Biribiri,4475315,atracao-review,heltonf2019,2019-07-27,2018-08-27,5.0,Um lindo passeio!,"Oportunidade ímpar de admirar um belo lugar! Natureza, cachoeira, tranquilo, boa comida. Para passeios a sós, romântico, família, amigos, todos os gostos! Imperdível!",indef,pt
Parque Estadual do Biribiri,4475315,atracao-review,IgnacioAspiazu,2019-06-27,2019-06-27,5.0,Lindo lugar,"Vale a pena visitar. Um ambiente lindo, com muito verde, um amplo gramado pra molecada brincar, um bom lugar pra refeições e relaxar depois. Gostamos muito.","Janaúba, MG",pt
Parque Estadual do Biribiri,4475315,atracao-review,411danter,2019-06-27,2018-07-27,5.0,Programa imperdível em Diamantina,"O parque estadual do Biribiri é um programa imperdível para quem está na cidade. Belas paisagens, cachoeiras e um vila maravilhosa com 2 restaurantes.",indef,pt
Parque Estadual do Biribiri,4475315,atracao-review,AninhaCL,2019-06-27,2019-06-27,5.0,Imperdível ,Biribiri é um vilarejo pitoresco. Lugar único que oferece uma experiência imperdível. Há dois restaurantes que oferecem refeições e o pastel é fantástico!,"Diamantina, MG",pt
Parque Estadual do Biribiri,4475315,atracao-review,981carlosalbertoc,2019-06-27,2019-06-27,4.0,"Local agradável, acesso horrivel","A vila é interessante, cachoeiras bonitas, local agradável.
O problema é a estrada de acesso 12km de estrada de terra pessimamente mantida. Não custaria quase nada se cascalhar o trajeto, facilitaria o acesso.","Belo Horizonte, MG",pt
Parque Estadual do Biribiri,4475315,atracao-review,alesmiki,2019-06-27,2019-05-27,5.0,Imperdível,As cachoeiras são maravilhosas e perfeitas para banho. Adoramos a Cachoeira do Sentinela. Existe um mirante com vista espetacular da paisagem ao redor e é possível ver pinturas rupestres no local. A Vila de Biribiri também é linda e a comida no Bar do Adilson deliciosa.,"Mogi das Cruzes, SP",pt
Parque Estadual do Biribiri,4475315,atracao-review,fabianea_12,2019-06-27,2019-06-27,4.0,Bom!,"Para se chegar lá, a estrada de chão é ruim, demorando um pouco apesar de ser somente 14km distantes de Diamantina. Tem umas cachoeiras bonitas e com água cristalina. Pela natureza e para conhecer, vale a pena!","Governador Valadares, MG",pt
Parque Estadual do Biribiri,4475315,atracao-review,chrisalbuq,2019-05-27,2018-06-27,5.0,Lugar encantador,O parque possui indicações precisas; belas cachoeiras! A vila de Biribiri é encantadora e com boa comida. Para aqueles que gostam de história é um bom lugar para imaginar como era a vida nesta vila. Pena que a igreja não está aberta à visitação.,"São Paulo, SP",pt
Parque Estadual do Biribiri,4475315,atracao-review,Adventure322460,2019-04-27,2019-04-27,4.0,Lindo,"passeio tranquilo para família, casais ou grupos esportistas. Vale a pena ir com calma e passar o dia.",indef,pt
Parque Estadual do Biribiri,4475315,atracao-review,marcelal622,2019-04-27,2019-04-27,5.0,Tem que ir!,"Parque super conservado, vale muito a pena ir! Lindas Cachoeiras e a vila é uma gracinha!! Tem dois restaurantes na vila, fomos no restaurante do Adilson, uma delícia a comida","Montes Claros, MG",pt
Parque Estadual do Biribiri,4475315,atracao-review,mineironaestrada,2019-04-27,2018-05-27,5.0,"Parque lindo, muito bem administrado","A Administração faz um papel muito bom em relação ao parque. Tudo muito limpo e bem cuidado. A natureza aproveita e nos oferece um grande diversidade em arvores e cachoeiras, vale muito a pena conhecer, fica pertinho de Diamantina.",Brasil,pt
Parque Estadual do Biribiri,4475315,atracao-review,zanazum,2019-04-27,2019-04-27,5.0,Natureza,"Foi maravilhoso passear nesse lugar, sentir a natureza ao lado dos meus amigos. La é bem arborizado ótimo para descansar.","Bocaiúva, MG",pt
Parque Estadual do Biribiri,4475315,atracao-review,isvalp,2019-03-27,2019-03-27,5.0,Não deixe de visitar,"Parque próximo a Diamantina com várias cachoeiras, trilhas e vila de uma antiga fábrica de tecidos.
Vale a pena a visita.
Leve àgua.
Na vila há restaurantes.","Serro, MG",pt
Parque Estadual do Biribiri,4475315,atracao-review,739flavio,2019-03-27,2019-03-27,4.0,Conservado,"Bem perto da cidade de Diamantina este parque oferece 3 atrações principais e algumas secundárias, as principais são as cachoeiras (2) e a vila biribiri com o restaurante do Adilson. As cachoeiras são de fácil acesso e bonitas e bem preservadas.","São Paulo, SP",pt
Parque Estadual do Biribiri,4475315,atracao-review,273raquelh,2019-03-27,2019-03-27,5.0,Parque lindo,"O parque fica bem pertinho de Diamantina e o caminho é fácil. Não cobram para entrar no parque, na portaria eles passam as instruções. No parque há duas cachoeiras (Sentinela e Cristais) muito bonitas e de fácil acesso, é possível chegar de carro bem próximo às cachoeiras. Também há a vila de Biribiri, que é muito charmosa, muito bem conservada e onde há dois restaurantes com comida mineira. Um ótimo passeio para quem quer desacelerar e conhecer um lugar lindo!",indef,pt
Parque Estadual do Biribiri,4475315,atracao-review,edmarcorretors,2019-03-27,2019-03-27,4.0,Carnaval incrível 2019,"São várias cachoeiras na região de Diamantina MG, essa de biriri e uma das mais belas, água límpida, natureza preservada, só tem que ter cuidado com as pedras pra não escorregar, mas tudo muito lindo vale a pena conferir.","Sete Lagoas, MG",pt
Parque Estadual do Biribiri,4475315,atracao-review,lygiac2014,2019-03-27,2019-02-27,5.0,Vila Biribiri,"O parque é lindo. No restaurante do Adilson a comida é boa e ele com muitas histórias pra contar. As cachoeiras são de fácil acesso, um ambiente tranquilo. Vale a visita e almoçar por lá.","Brasília, DF",pt
Parque Estadual do Biribiri,4475315,atracao-review,fabr_ciod103,2019-02-27,2019-01-27,5.0,"Local muito bonito, vale a visita",Contratamos um passeio para conhecer as cachoeiras. Para aproveitar melhor as cacheiras vale a pena sair cedo.,"Coronel Fabriciano, MG",pt
Parque Estadual do Biribiri,4475315,atracao-review,241alvarom,2019-02-27,2019-02-27,5.0,é demais,"bem perto de fácil acesso é muito bom e de paisagem maravilhosa, se for a diamantina não se pode não ir no parque","Serra do Cipó, MG",pt
Parque Estadual do Biribiri,4475315,atracao-review,wilsonl73,2019-02-27,2019-02-27,5.0,show,cachoeira do cristal é fantástica. local muito bem cuidado. a vila é espetáculo pra relaxar e tomar uma.,indef,pt
Parque Estadual do Biribiri,4475315,atracao-review,dennysNY,2019-02-27,2019-01-27,4.0,Ótimo parque com várias cachoeiras e uma Vila para visitar.,"O parque conta com várias cachoeiras (com águas bem geladas) e uma Vila bem legal para visitar. Todos gostaram bastante do Parque. Vale a pena deixar um dia inteiro do roteiro de Diamantina só para visitar esse parque.
Os restaurantes da Vila serviram boas comidas.","Brasília, DF",pt
Parque Estadual do Biribiri,4475315,atracao-review,waldir53,2019-02-27,2019-01-27,5.0,Lindo.,"Local muito tranquilo, muitas cachoeiras e de fácil acesso. Nos dias de semana fica com menos gente e dá para aproveitar mais.","Barbacena, MG",pt
Parque Estadual do Biribiri,4475315,atracao-review,haroldop444,2019-02-27,2019-02-27,5.0,Muito bonito,"Adoramos o local, a estrada e bem acidentada mas o visual e as cachoeiras compensam o esforço. As trilhas são curtas e mesmo com nossa bebê de dois anos não foi muito cansativo. Não cobra entrada e e bem sinalizado.","Serra, ES",pt
Parque Estadual do Biribiri,4475315,atracao-review,EduM468,2019-01-27,2019-01-27,4.0,Bonito lugar!,"Com um grupo e com um guia fomos primeiramente à cachoeira sentinela que é muito bonita e tranquila para se refrescar e admirar as quedas d'água. Em seguida fomos à cachoeira dos cristais, que não é apropriada para banho, mas vale pela beleza da cachoeira e da pequena trilha para chegar, pois tem algumas flores do cerrado no caminho que deixam o lugar muito lindo!",indef,pt
Parque Estadual do Biribiri,4475315,atracao-review,anatruhlar,2019-01-27,2019-01-27,5.0,Ótima experiencia. ,"Um ótimo destino, fica próximo à cidade e é possível o acesso sem estar acompanhado de um guia, pois a estrada é bem sinalizada e sempre tem alguém no caminho, mas caso desejem um guia, indico o André, ele nos acompanhou.. A vila é ótima para uma parada pro almoço, no Adilson.","Vila Velha, ES",pt
Parque Estadual do Biribiri,4475315,atracao-review,alanrJ7762WN,2019-01-27,2019-01-27,4.0,Natureza encantadora,Ótimas instruções na entrada... não paga!!! Incrível por um parque com diversas cachoeiras e locais para conhecer,indef,pt
Parque Estadual do Biribiri,4475315,atracao-review,Oliveirafab,2019-01-27,2018-04-27,4.0,Parque de BirIbiri,"lugar lindo, agua gelada de coloração escura, chá...parque mto cheio devido área de lazer para a comunidade da região. Vale a visitação.","São Paulo, SP",pt
Parque Estadual do Biribiri,4475315,atracao-review,Marcomorais,2019-01-27,2019-01-27,5.0,Maravilhoso!!,"Excelente passeio mas pra primeira viagem sugiro visitar primeiro a Cachoeira dos Cristais. Comida em Biribi é ótima e possui dois restaurantes com self service é um buffet bastante mineiro. Quem quiser, pode hospedar-se lá e pagar 150,00 por casal. Pousada simples mas limpa. Vale o passeio.","Juiz de Fora, MG",pt
Parque Estadual do Biribiri,4475315,atracao-review,mendez_prime,2019-01-27,2018-02-27,3.0,Razoável ,"Por ser uma reserva ambiental, esse parque possui regras, que, embora sejam básicas, são informadas na entrada, como não deixar lixo no local e não levar animais domésticos. Mas muitos usuários não as respeitam, causando transtorno e mal estar.",indef,pt
Parque Estadual do Biribiri,4475315,atracao-review,nana_lu01,2019-01-27,2018-12-27,5.0,Lugar lindo!,O lugar é lindo! Bom para tomar banho e tirar belas fotos! Adorei! Pena que o nosso guia ficou muito pouco tempo com o meu grupo no local.,Minas Gerais,pt
Parque Estadual do Biribiri,4475315,atracao-review,eli_ulian,2019-01-27,2019-01-27,5.0,Lugar lindo,"O parque eh ótimo para andar de 4x4. Tem várias cachoeiras e poços de água limpissima. Visitamos apenas uma cachoeira de pertinho, a dos cristais, divina! E fomos também na vila, muito graciosa e com 2 restaurantes ao ar livre. Lugar ótimo para passar o dia com a família.","Birigüi, SP",pt
Parque Estadual do Biribiri,4475315,atracao-review,GuiBKL,2018-12-27,2018-12-27,5.0,Adoramos!!,"Adoramos todo o parque! Cachoeiras, a vila do biri biri, foi tudo fantástico!! Lugar muito agradavel para um dia de sol!","Bom Despacho, MG",pt
Parque Estadual do Biribiri,4475315,atracao-review,598fernandab,2018-12-27,2018-12-27,5.0,Sossego em Diamantina,"Cachoeiras muito boas (excelente para fugir do calor), fácil acesso (estrada boa) e a vila é uma graça. Vale passar o dia e almoçar em um dos 2 restaurantes da vila.","Lisboa, Portugal",pt
Parque Estadual do Biribiri,4475315,atracao-review,elisabethm856,2018-12-27,2018-12-27,5.0,Fantástico,"Cuidado caso tente chegar pelo GPS, ele indica uma entrada inexistente! Após a saída de Diamantina existe uma placa indicando o parque, siga a placa até uma ponte amarela em um pequeno bairro, não tem erro! Aproveite dentro do parque e desça em todas as placas sinalizando mirantes, bacias, cachoeiras ... aproveite bastante!",indef,pt
Parque Estadual do Biribiri,4475315,atracao-review,alinechiozzini,2018-12-27,2018-12-27,4.0,Lindo de viver,Fácil acesso. Portaria com orientação. Cachoeiras e Vila de Biribiri são imperdíveis a quem vai a Diamantina.,"São Paulo, SP",pt
Parque Estadual do Biribiri,4475315,atracao-review,fabiodtna,2018-11-27,2018-09-27,5.0,Lugar para desestressar,"Local lindo, tanto o casario, natureza, as cachoeiras, a paisagem, a comida.

Excelente para levar crianças.","Diamantina, MG",pt
Parque Estadual do Biribiri,4475315,atracao-review,Fla_Fla_Gomes,2018-11-27,2018-11-27,5.0,Delicia,"O parque é otimo, as cachoeiras têm facil acesso, agua deliciosa, espaço pra ficar e curtir, almoço na vila. Tudo muito gostoso.","Belo Horizonte, MG",pt
Parque Estadual do Biribiri,4475315,atracao-review,P8544UJfernandac,2018-11-27,2018-11-27,5.0,Trilhas fáceis,"Há várias cachoeiras e acessos fáceis para vê-las nesse parque, o que é bom para quem não tem hábito ou condições para trilhas mais difíceis.
Por outro lado (fui num feriado), em alguns dias fica cheio e algumas das pessoas não têm noção de coletividade (por exemplo, tinha música alta tocando..... Oo )","Belo Horizonte, MG",pt
Parque Estadual do Biribiri,4475315,atracao-review,gustavobH4054SN,2018-11-27,2018-10-27,5.0,Lugar maravilhoso,"Para os amantes da Natureza fica a dica. O parque do Biri Biri é tem cachoeiras lindas, uma vila muito bem cuidada e montanhas de pedra características da serra do espinhaço. Vale muito a pena.",indef,pt
Parque Estadual do Biribiri,4475315,atracao-review,miriammenchik,2018-11-27,2018-11-27,4.0,Paisagem única da serra do espinhaço ,O local é bem rústico e tem pouca infraestrututa para o turismo. Mas as estradas até as cachoeiras são boas e as trilhas fáceis. A paisagem e a natureza são muito belas.,"São José dos Campos, SP",pt
Parque Estadual do Biribiri,4475315,atracao-review,Clebicar,2018-11-27,2018-11-27,4.0,Ótimo local,Unanimidade de conservação privilegiada com tanta beleza das montanhas e cachoeiras. Fácil acesso e muito bem cuidada. Recomendo demais.... 2 cachoeiras para visitar e não se arrependerá!!!! Tem muitos mais pontos para conhecer.,"Belo Horizonte, MG",pt
Parque Estadual do Biribiri,4475315,atracao-review,AdrianoMundim,2018-10-27,2018-10-27,4.0,Local muito agradável,"Fácil acesso, bem vigiado. Belas vistas. Cachoeiras muito agradáveis, com locais para estacionar e ótimos poços para banho.","Brasília, DF",pt
Parque Estadual do Biribiri,4475315,atracao-review,LucianaMatos,2018-10-27,2018-10-27,5.0,Passar o dia após banho na cachoeira,"Lugar aconchegante.. Após banho nos Cristais, vale ir para a Vila passar o dia. Tomar cervejinha gelada, tira gosto (pasteis) e almoço no fim. Levar repelente.","Diamantina, MG",pt
Parque Estadual do Biribiri,4475315,atracao-review,karlag928,2018-10-27,2018-08-27,4.0,Lugar lindo,São várias as cachoeiras que o parque possuem. Pra quem gosta de ecoturismo é uma boa pedida. Um dos destaques é a cachoeira da sentinela. Águas cristalinas e ótimo lugar pra refrescar a alma.,"Governador Valadares, MG",pt
Parque Estadual do Biribiri,4475315,atracao-review,marinad171,2018-10-27,2017-11-27,4.0,Lugar lindo,"Estrada estava ruim pois uma ponte estava em manutenção, então usamos um atalho, mas isso não impediu de curtir o lugar! Fomos para almoçar e passar a tarde! Lugar lindo, comida boa!",indef,pt
